序号,起点,终点,日期,热度,汽车占比（%）,火车占比（%）,飞机占比（%）,类型
1, 重庆, 北京, 2017-09-01,45.8,1,28,71,迁入
2, 上海, 北京, 2017-09-01,44.2,14,45,41,迁入
3, 长沙, 北京, 2017-09-01,36.5,0,60,40,迁入
4, 武汉, 北京, 2017-09-01,31.4,14,70,16,迁入
5, 廊坊, 北京, 2017-09-01,30.5,51,49,0,迁入
6, 杭州, 北京, 2017-09-01,28.1,11,50,39,迁入
7, 保定, 北京, 2017-09-01,23.8,33,67,0,迁入
8, 天津, 北京, 2017-09-01,23.8,28,72,0,迁入
9, 哈尔滨, 北京, 2017-09-01,23.4,9,59,32,迁入
10, 西安, 北京, 2017-09-01,21.8,17,63,20,迁入
11, 北京, 杭州, 2017-09-01,29.7,12,56,32,迁入
12, 重庆, 杭州, 2017-09-01,23.9,5,39,56,迁入
13, 贵阳, 杭州, 2017-09-01,21.9,0,36,64,迁入
14, 上海, 杭州, 2017-09-01,21.9,29,71,0,迁入
15, 南宁, 杭州, 2017-09-01,21.7,0,36,64,迁入
16, 嘉兴, 杭州, 2017-09-01,20.8,52,48,0,迁入
17, 绍兴, 杭州, 2017-09-01,19.8,47,53,0,迁入
18, 广州, 杭州, 2017-09-01,19.2,11,24,65,迁入
19, 金华, 杭州, 2017-09-01,16.8,38,62,0,迁入
20, 宁波, 杭州, 2017-09-01,16.6,34,66,0,迁入
21, 佛山, 广州, 2017-09-01,41.4,42,58,0,迁入
22, 上海, 广州, 2017-09-01,34.5,5,24,71,迁入
23, 成都, 广州, 2017-09-01,30.5,0,24,76,迁入
24, 东莞, 广州, 2017-09-01,30.4,52,48,0,迁入
25, 深圳, 广州, 2017-09-01,29.8,39,61,0,迁入
26, 郑州, 广州, 2017-09-01,23.3,0,72,28,迁入
27, 昆明, 广州, 2017-09-01,21.3,14,29,57,迁入
28, 武汉, 广州, 2017-09-01,20.8,12,75,13,迁入
29, 西安, 广州, 2017-09-01,20.5,0,45,55,迁入
30, 清远, 广州, 2017-09-01,20.2,49,51,0,迁入
31, 上海, 重庆, 2017-09-01,48.8,0,37,63,迁入
32, 北京, 重庆, 2017-09-01,44,1,32,67,迁入
33, 杭州, 重庆, 2017-09-01,26.3,3,34,63,迁入
34, 成都, 重庆, 2017-09-01,25.9,31,69,0,迁入
35, 宁波, 重庆, 2017-09-01,25.7,0,45,55,迁入
36, 天津, 重庆, 2017-09-01,25.1,0,26,74,迁入
37, 苏州, 重庆, 2017-09-01,23.5,5,57,38,迁入
38, 深圳, 重庆, 2017-09-01,21.2,20,13,67,迁入
39, 南京, 重庆, 2017-09-01,21.2,5,50,45,迁入
40, 拉萨, 重庆, 2017-09-01,20.7,0,23,77,迁入
41, 咸阳, 西安, 2017-09-01,31.9,40,60,0,迁入
42, 渭南, 西安, 2017-09-01,26.2,34,66,0,迁入
43, 深圳, 西安, 2017-09-01,24.9,0,36,64,迁入
44, 上海, 西安, 2017-09-01,23.5,1,41,58,迁入
45, 北京, 西安, 2017-09-01,21.3,16,62,22,迁入
46, 广州, 西安, 2017-09-01,20.6,0,42,58,迁入
47, 宝鸡, 西安, 2017-09-01,20,26,74,0,迁入
48, 延安, 西安, 2017-09-01,20,29,71,0,迁入
49, 榆林, 西安, 2017-09-01,19.4,23,74,3,迁入
50, 兰州, 西安, 2017-09-01,16.6,12,88,0,迁入
51, 东莞, 深圳, 2017-09-01,39.9,68,32,0,迁入
52, 上海, 深圳, 2017-09-01,34.3,3,24,73,迁入
53, 成都, 深圳, 2017-09-01,31.6,0,24,76,迁入
54, 惠州, 深圳, 2017-09-01,26.4,59,41,0,迁入
55, 广州, 深圳, 2017-09-01,25.8,40,60,0,迁入
56, 西安, 深圳, 2017-09-01,22.4,0,40,60,迁入
57, 重庆, 深圳, 2017-09-01,21.1,21,11,68,迁入
58, 咸阳, 深圳, 2017-09-01,18.2,0,15,85,迁入
59, 郑州, 深圳, 2017-09-01,18.1,0,47,53,迁入
60, 昆明, 深圳, 2017-09-01,17.6,11,22,67,迁入
61, 深圳, 成都, 2017-09-01,32.2,0,22,78,迁入
62, 广州, 成都, 2017-09-01,30,0,28,72,迁入
63, 重庆, 成都, 2017-09-01,29,28,72,0,迁入
64, 南京, 成都, 2017-09-01,27.9,0,43,57,迁入
65, 德阳, 成都, 2017-09-01,24,44,56,0,迁入
66, 南充, 成都, 2017-09-01,23.9,35,65,0,迁入
67, 绵阳, 成都, 2017-09-01,23.6,34,66,0,迁入
68, 达州, 成都, 2017-09-01,23,21,79,0,迁入
69, 资阳, 成都, 2017-09-01,22.4,48,52,0,迁入
70, 眉山, 成都, 2017-09-01,21.8,55,45,0,迁入
71, 北京, 哈尔滨, 2017-09-01,25.3,9,63,28,迁入
72, 天津, 哈尔滨, 2017-09-01,18.4,6,67,27,迁入
73, 绥化, 哈尔滨, 2017-09-01,17.2,41,59,0,迁入
74, 齐齐哈尔, 哈尔滨, 2017-09-01,15.6,22,78,0,迁入
75, 济南, 哈尔滨, 2017-09-01,15,0,39,61,迁入
76, 大庆, 哈尔滨, 2017-09-01,13.9,33,67,0,迁入
77, 青岛, 哈尔滨, 2017-09-01,13.8,14,21,65,迁入
78, 秦皇岛, 哈尔滨, 2017-09-01,13.8,4,94,2,迁入
79, 沈阳, 哈尔滨, 2017-09-01,13.7,11,89,0,迁入
80, 石家庄, 哈尔滨, 2017-09-01,13.4,0,51,49,迁入
81, 重庆, 上海, 2017-09-01,44.8,0,33,67,迁入
82, 北京, 上海, 2017-09-01,43.4,18,44,38,迁入
83, 深圳, 上海, 2017-09-01,36,3,26,71,迁入
84, 苏州, 上海, 2017-09-01,33.4,60,40,0,迁入
85, 广州, 上海, 2017-09-01,30.5,6,26,68,迁入
86, 长春, 上海, 2017-09-01,26.9,0,23,77,迁入
87, 西安, 上海, 2017-09-01,24.1,1,41,58,迁入
88, 沈阳, 上海, 2017-09-01,20.8,12,16,72,迁入
89, 杭州, 上海, 2017-09-01,19.9,28,72,0,迁入
90, 南京, 上海, 2017-09-01,19,19,80,1,迁入
91, 北京, 武汉, 2017-09-01,35.2,10,76,14,迁入
92, 昆明, 武汉, 2017-09-01,29.5,0,38,62,迁入
93, 黄冈, 武汉, 2017-09-01,25.4,39,61,0,迁入
94, 孝感, 武汉, 2017-09-01,24.5,38,62,0,迁入
95, 成都, 武汉, 2017-09-01,23.5,11,69,20,迁入
96, 沈阳, 武汉, 2017-09-01,22.6,0,40,60,迁入
97, 三亚, 武汉, 2017-09-01,21.9,0,19,81,迁入
98, 襄阳, 武汉, 2017-09-01,21.8,17,83,0,迁入
99, 广州, 武汉, 2017-09-01,21.5,12,76,12,迁入
100, 深圳, 武汉, 2017-09-01,21.4,14,75,11,迁入
101, 成都, 南京, 2017-09-01,35.3,0,57,43,迁入
102, 重庆, 南京, 2017-09-01,28.1,7,54,39,迁入
103, 北京, 南京, 2017-09-01,26,11,78,11,迁入
104, 贵阳, 南京, 2017-09-01,25.1,0,37,63,迁入
105, 南宁, 南京, 2017-09-01,22.8,0,37,63,迁入
106, 上海, 南京, 2017-09-01,22,20,80,0,迁入
107, 长春, 南京, 2017-09-01,21.7,0,22,78,迁入
108, 兰州, 南京, 2017-09-01,21.1,0,44,56,迁入
109, 苏州, 南京, 2017-09-01,20.9,28,72,0,迁入
110, 广州, 南京, 2017-09-01,20,14,19,67,迁入
111, 重庆, 天津, 2017-09-01,28,0,28,72,迁入
112, 北京, 天津, 2017-09-01,27.9,27,73,0,迁入
113, 福州, 天津, 2017-09-01,20.6,0,40,60,迁入
114, 哈尔滨, 天津, 2017-09-01,17.9,8,70,22,迁入
115, 上海, 天津, 2017-09-01,17.8,14,48,38,迁入
116, 长沙, 天津, 2017-09-01,16.7,0,49,51,迁入
117, 廊坊, 天津, 2017-09-01,15.7,55,45,0,迁入
118, 唐山, 天津, 2017-09-01,15.1,35,65,0,迁入
119, 沧州, 天津, 2017-09-01,14.8,45,55,0,迁入
120, 兰州, 天津, 2017-09-01,12.7,0,40,60,迁入
121, 重庆, 北京, 2017-09-02,45.8,0,31,69,迁入
122, 上海, 北京, 2017-09-02,38.5,19,40,41,迁入
123, 长沙, 北京, 2017-09-02,33.8,0,61,39,迁入
124, 武汉, 北京, 2017-09-02,29,11,70,19,迁入
125, 廊坊, 北京, 2017-09-02,28.9,51,49,0,迁入
126, 杭州, 北京, 2017-09-02,24.4,14,49,37,迁入
127, 保定, 北京, 2017-09-02,24.2,34,66,0,迁入
128, 哈尔滨, 北京, 2017-09-02,23.2,10,60,30,迁入
129, 天津, 北京, 2017-09-02,23.1,28,72,0,迁入
130, 西安, 北京, 2017-09-02,19.7,17,59,24,迁入
131, 北京, 杭州, 2017-09-02,24.8,15,42,43,迁入
132, 重庆, 杭州, 2017-09-02,23.2,4,39,57,迁入
133, 上海, 杭州, 2017-09-02,21.6,33,67,0,迁入
134, 嘉兴, 杭州, 2017-09-02,21.1,53,47,0,迁入
135, 绍兴, 杭州, 2017-09-02,19.9,48,52,0,迁入
136, 贵阳, 杭州, 2017-09-02,19.6,0,34,66,迁入
137, 广州, 杭州, 2017-09-02,17.9,12,18,70,迁入
138, 南宁, 杭州, 2017-09-02,17,0,32,68,迁入
139, 金华, 杭州, 2017-09-02,16.4,41,59,0,迁入
140, 宁波, 杭州, 2017-09-02,16.1,37,63,0,迁入
141, 佛山, 广州, 2017-09-02,42.5,42,58,0,迁入
142, 上海, 广州, 2017-09-02,33.9,4,24,72,迁入
143, 东莞, 广州, 2017-09-02,31.7,55,45,0,迁入
144, 深圳, 广州, 2017-09-02,31.1,41,59,0,迁入
145, 成都, 广州, 2017-09-02,27.7,0,27,73,迁入
146, 郑州, 广州, 2017-09-02,23.4,0,68,32,迁入
147, 清远, 广州, 2017-09-02,21.2,50,50,0,迁入
148, 湛江, 广州, 2017-09-02,20.7,45,54,1,迁入
149, 昆明, 广州, 2017-09-02,20.3,16,31,53,迁入
150, 惠州, 广州, 2017-09-02,20.3,61,39,0,迁入
151, 上海, 重庆, 2017-09-02,46.8,0,33,67,迁入
152, 北京, 重庆, 2017-09-02,41,1,38,61,迁入
153, 天津, 重庆, 2017-09-02,25.4,1,29,70,迁入
154, 杭州, 重庆, 2017-09-02,25,3,35,62,迁入
155, 成都, 重庆, 2017-09-02,24.6,31,69,0,迁入
156, 宁波, 重庆, 2017-09-02,24.2,0,46,54,迁入
157, 苏州, 重庆, 2017-09-02,23,3,53,44,迁入
158, 南京, 重庆, 2017-09-02,22,7,46,47,迁入
159, 深圳, 重庆, 2017-09-02,20.9,19,12,69,迁入
160, 福州, 重庆, 2017-09-02,20.8,2,43,55,迁入
161, 咸阳, 西安, 2017-09-02,33.1,41,59,0,迁入
162, 渭南, 西安, 2017-09-02,26.8,35,65,0,迁入
163, 上海, 西安, 2017-09-02,25,2,40,58,迁入
164, 深圳, 西安, 2017-09-02,23.2,0,35,65,迁入
165, 宝鸡, 西安, 2017-09-02,21.3,26,74,0,迁入
166, 广州, 西安, 2017-09-02,21.1,0,38,62,迁入
167, 北京, 西安, 2017-09-02,20.7,17,58,25,迁入
168, 榆林, 西安, 2017-09-02,17.8,26,71,3,迁入
169, 延安, 西安, 2017-09-02,17.6,28,72,0,迁入
170, 昆明, 西安, 2017-09-02,16.6,10,12,78,迁入
171, 东莞, 深圳, 2017-09-02,42.6,68,32,0,迁入
172, 上海, 深圳, 2017-09-02,33.2,4,25,71,迁入
173, 成都, 深圳, 2017-09-02,30,0,28,72,迁入
174, 惠州, 深圳, 2017-09-02,28.1,59,41,0,迁入
175, 广州, 深圳, 2017-09-02,25.4,41,59,0,迁入
176, 西安, 深圳, 2017-09-02,20.1,0,41,59,迁入
177, 重庆, 深圳, 2017-09-02,20.1,20,12,68,迁入
178, 郑州, 深圳, 2017-09-02,19.4,0,42,58,迁入
179, 咸阳, 深圳, 2017-09-02,17.6,0,12,88,迁入
180, 香港, 深圳, 2017-09-02,17.2,46,54,0,迁入
181, 深圳, 成都, 2017-09-02,35.3,0,20,80,迁入
182, 广州, 成都, 2017-09-02,30.1,0,22,78,迁入
183, 南京, 成都, 2017-09-02,27.5,0,57,43,迁入
184, 重庆, 成都, 2017-09-02,27.1,30,70,0,迁入
185, 德阳, 成都, 2017-09-02,23.6,47,53,0,迁入
186, 绵阳, 成都, 2017-09-02,22.3,33,67,0,迁入
187, 资阳, 成都, 2017-09-02,22,47,53,0,迁入
188, 眉山, 成都, 2017-09-02,21.9,57,43,0,迁入
189, 南充, 成都, 2017-09-02,21.3,34,66,0,迁入
190, 三亚, 成都, 2017-09-02,21.2,0,20,80,迁入
191, 北京, 哈尔滨, 2017-09-02,23.4,8,61,31,迁入
192, 绥化, 哈尔滨, 2017-09-02,18.1,43,57,0,迁入
193, 天津, 哈尔滨, 2017-09-02,17.6,5,67,28,迁入
194, 济南, 哈尔滨, 2017-09-02,16.1,0,42,58,迁入
195, 青岛, 哈尔滨, 2017-09-02,14.8,16,22,62,迁入
196, 齐齐哈尔, 哈尔滨, 2017-09-02,14.4,23,77,0,迁入
197, 大庆, 哈尔滨, 2017-09-02,14.3,36,64,0,迁入
198, 石家庄, 哈尔滨, 2017-09-02,13.7,0,46,54,迁入
199, 沈阳, 哈尔滨, 2017-09-02,12.9,11,89,0,迁入
200, 秦皇岛, 哈尔滨, 2017-09-02,12.9,4,96,0,迁入
201, 重庆, 上海, 2017-09-02,43.4,0,32,68,迁入
202, 北京, 上海, 2017-09-02,36.6,16,39,45,迁入
203, 深圳, 上海, 2017-09-02,34.5,4,25,71,迁入
204, 苏州, 上海, 2017-09-02,32.6,61,39,0,迁入
205, 广州, 上海, 2017-09-02,29.8,6,25,69,迁入
206, 长春, 上海, 2017-09-02,26.6,0,25,75,迁入
207, 西安, 上海, 2017-09-02,22.6,2,45,53,迁入
208, 杭州, 上海, 2017-09-02,19.3,30,70,0,迁入
209, 沈阳, 上海, 2017-09-02,19,10,15,75,迁入
210, 嘉兴, 上海, 2017-09-02,17.8,44,56,0,迁入
211, 北京, 武汉, 2017-09-02,32.3,11,70,19,迁入
212, 昆明, 武汉, 2017-09-02,31.1,0,34,66,迁入
213, 黄冈, 武汉, 2017-09-02,26.6,40,60,0,迁入
214, 沈阳, 武汉, 2017-09-02,25.1,0,44,56,迁入
215, 孝感, 武汉, 2017-09-02,24.8,38,62,0,迁入
216, 成都, 武汉, 2017-09-02,22.4,13,67,20,迁入
217, 襄阳, 武汉, 2017-09-02,21.9,15,85,0,迁入
218, 三亚, 武汉, 2017-09-02,21.8,0,16,84,迁入
219, 荆州, 武汉, 2017-09-02,21.5,33,67,0,迁入
220, 广州, 武汉, 2017-09-02,20.6,14,72,14,迁入
221, 成都, 南京, 2017-09-02,37.1,0,58,42,迁入
222, 重庆, 南京, 2017-09-02,28.9,5,54,41,迁入
223, 贵阳, 南京, 2017-09-02,26.1,0,38,62,迁入
224, 南宁, 南京, 2017-09-02,22.4,0,35,65,迁入
225, 长春, 南京, 2017-09-02,22.3,0,22,78,迁入
226, 苏州, 南京, 2017-09-02,22,30,70,0,迁入
227, 北京, 南京, 2017-09-02,21,13,73,14,迁入
228, 上海, 南京, 2017-09-02,20.3,21,79,0,迁入
229, 兰州, 南京, 2017-09-02,20,0,46,54,迁入
230, 深圳, 南京, 2017-09-02,19.9,11,13,76,迁入
231, 北京, 天津, 2017-09-02,26.4,28,72,0,迁入
232, 重庆, 天津, 2017-09-02,25,1,28,71,迁入
233, 福州, 天津, 2017-09-02,17.8,0,44,56,迁入
234, 上海, 天津, 2017-09-02,16.6,19,41,40,迁入
235, 廊坊, 天津, 2017-09-02,16.3,57,43,0,迁入
236, 哈尔滨, 天津, 2017-09-02,16,6,65,29,迁入
237, 唐山, 天津, 2017-09-02,15.1,36,64,0,迁入
238, 长沙, 天津, 2017-09-02,14.6,0,48,52,迁入
239, 沧州, 天津, 2017-09-02,14.4,43,57,0,迁入
240, 兰州, 天津, 2017-09-02,12.8,0,31,69,迁入
241, 重庆, 北京, 2017-09-03,45.9,1,30,69,迁入
242, 上海, 北京, 2017-09-03,40.2,15,45,40,迁入
243, 长沙, 北京, 2017-09-03,34.6,0,63,37,迁入
244, 廊坊, 北京, 2017-09-03,33,51,49,0,迁入
245, 保定, 北京, 2017-09-03,32.9,35,65,0,迁入
246, 武汉, 北京, 2017-09-03,30.6,12,74,14,迁入
247, 杭州, 北京, 2017-09-03,27.4,14,48,38,迁入
248, 天津, 北京, 2017-09-03,27.2,28,72,0,迁入
249, 张家口, 北京, 2017-09-03,23.3,32,68,0,迁入
250, 石家庄, 北京, 2017-09-03,22.9,22,78,0,迁入
251, 北京, 杭州, 2017-09-03,26.1,14,51,35,迁入
252, 重庆, 杭州, 2017-09-03,23.4,4,45,51,迁入
253, 绍兴, 杭州, 2017-09-03,23.1,49,51,0,迁入
254, 嘉兴, 杭州, 2017-09-03,22.4,53,47,0,迁入
255, 上海, 杭州, 2017-09-03,19,30,70,0,迁入
256, 金华, 杭州, 2017-09-03,18.5,41,59,0,迁入
257, 贵阳, 杭州, 2017-09-03,18.2,0,33,67,迁入
258, 南宁, 杭州, 2017-09-03,17.9,0,44,56,迁入
259, 宁波, 杭州, 2017-09-03,17.8,38,62,0,迁入
260, 湖州, 杭州, 2017-09-03,17.6,57,43,0,迁入
261, 佛山, 广州, 2017-09-03,42.1,43,57,0,迁入
262, 上海, 广州, 2017-09-03,31.7,5,23,72,迁入
263, 东莞, 广州, 2017-09-03,29.5,55,45,0,迁入
264, 深圳, 广州, 2017-09-03,27.4,42,58,0,迁入
265, 成都, 广州, 2017-09-03,26.5,0,30,70,迁入
266, 清远, 广州, 2017-09-03,24.1,52,48,0,迁入
267, 郑州, 广州, 2017-09-03,21.4,0,73,27,迁入
268, 武汉, 广州, 2017-09-03,20.7,11,75,14,迁入
269, 惠州, 广州, 2017-09-03,20.3,62,38,0,迁入
270, 西安, 广州, 2017-09-03,20.1,0,48,52,迁入
271, 上海, 重庆, 2017-09-03,46.5,0,35,65,迁入
272, 北京, 重庆, 2017-09-03,39.5,1,36,63,迁入
273, 成都, 重庆, 2017-09-03,25.4,32,68,0,迁入
274, 杭州, 重庆, 2017-09-03,24.7,3,40,57,迁入
275, 天津, 重庆, 2017-09-03,24.6,1,29,70,迁入
276, 苏州, 重庆, 2017-09-03,23,4,58,38,迁入
277, 宁波, 重庆, 2017-09-03,21.9,0,43,57,迁入
278, 南京, 重庆, 2017-09-03,21.3,7,45,48,迁入
279, 福州, 重庆, 2017-09-03,20.2,3,45,52,迁入
280, 深圳, 重庆, 2017-09-03,19.9,24,12,64,迁入
281, 咸阳, 西安, 2017-09-03,36,42,58,0,迁入
282, 渭南, 西安, 2017-09-03,28.1,36,64,0,迁入
283, 上海, 西安, 2017-09-03,22.9,1,41,58,迁入
284, 深圳, 西安, 2017-09-03,22.2,0,33,67,迁入
285, 宝鸡, 西安, 2017-09-03,22,30,70,0,迁入
286, 广州, 西安, 2017-09-03,21,0,41,59,迁入
287, 北京, 西安, 2017-09-03,20,17,58,25,迁入
288, 商洛, 西安, 2017-09-03,15.5,41,59,0,迁入
289, 延安, 西安, 2017-09-03,15.2,30,70,0,迁入
290, 昆明, 西安, 2017-09-03,14.9,14,11,75,迁入
291, 东莞, 深圳, 2017-09-03,42.3,68,32,0,迁入
292, 上海, 深圳, 2017-09-03,31.7,3,26,71,迁入
293, 惠州, 深圳, 2017-09-03,31.3,60,40,0,迁入
294, 成都, 深圳, 2017-09-03,30.3,0,30,70,迁入
295, 广州, 深圳, 2017-09-03,27.6,41,59,0,迁入
296, 西安, 深圳, 2017-09-03,20.9,0,45,55,迁入
297, 重庆, 深圳, 2017-09-03,19.9,22,13,65,迁入
298, 武汉, 深圳, 2017-09-03,18.1,15,69,16,迁入
299, 郑州, 深圳, 2017-09-03,17.6,0,61,39,迁入
300, 昆明, 深圳, 2017-09-03,17.4,11,23,66,迁入
301, 深圳, 成都, 2017-09-03,30.2,0,24,76,迁入
302, 重庆, 成都, 2017-09-03,27.8,31,69,0,迁入
303, 南京, 成都, 2017-09-03,27.7,0,47,53,迁入
304, 德阳, 成都, 2017-09-03,27.1,47,53,0,迁入
305, 广州, 成都, 2017-09-03,27,0,28,72,迁入
306, 眉山, 成都, 2017-09-03,25.4,58,42,0,迁入
307, 资阳, 成都, 2017-09-03,24.8,48,52,0,迁入
308, 绵阳, 成都, 2017-09-03,24.2,37,63,0,迁入
309, 南充, 成都, 2017-09-03,22,38,62,0,迁入
310, 乐山, 成都, 2017-09-03,21.2,42,58,0,迁入
311, 北京, 哈尔滨, 2017-09-03,21.6,9,60,31,迁入
312, 绥化, 哈尔滨, 2017-09-03,19,43,57,0,迁入
313, 天津, 哈尔滨, 2017-09-03,15.1,7,61,32,迁入
314, 济南, 哈尔滨, 2017-09-03,14.9,0,44,56,迁入
315, 大庆, 哈尔滨, 2017-09-03,14.3,33,67,0,迁入
316, 齐齐哈尔, 哈尔滨, 2017-09-03,13.9,24,76,0,迁入
317, 青岛, 哈尔滨, 2017-09-03,13.7,13,26,61,迁入
318, 石家庄, 哈尔滨, 2017-09-03,12.8,0,42,58,迁入
319, 沈阳, 哈尔滨, 2017-09-03,12.6,12,88,0,迁入
320, 牡丹江, 哈尔滨, 2017-09-03,11.9,20,80,0,迁入
321, 重庆, 上海, 2017-09-03,43.5,0,36,64,迁入
322, 北京, 上海, 2017-09-03,39.7,14,46,40,迁入
323, 苏州, 上海, 2017-09-03,35.4,60,40,0,迁入
324, 深圳, 上海, 2017-09-03,33.3,3,27,70,迁入
325, 广州, 上海, 2017-09-03,30.8,5,27,68,迁入
326, 长春, 上海, 2017-09-03,24.6,0,24,76,迁入
327, 西安, 上海, 2017-09-03,24.3,1,47,52,迁入
328, 杭州, 上海, 2017-09-03,24,33,67,0,迁入
329, 南京, 上海, 2017-09-03,20.2,23,76,1,迁入
330, 嘉兴, 上海, 2017-09-03,20,46,54,0,迁入
331, 北京, 武汉, 2017-09-03,29.8,13,71,16,迁入
332, 昆明, 武汉, 2017-09-03,28,0,35,65,迁入
333, 孝感, 武汉, 2017-09-03,26.8,40,60,0,迁入
334, 黄冈, 武汉, 2017-09-03,26.3,42,58,0,迁入
335, 三亚, 武汉, 2017-09-03,24,0,18,82,迁入
336, 沈阳, 武汉, 2017-09-03,22.4,0,46,54,迁入
337, 成都, 武汉, 2017-09-03,20.5,12,64,24,迁入
338, 襄阳, 武汉, 2017-09-03,19.9,17,83,0,迁入
339, 荆州, 武汉, 2017-09-03,19.6,38,62,0,迁入
340, 广州, 武汉, 2017-09-03,19.4,15,74,11,迁入
341, 成都, 南京, 2017-09-03,31.1,0,49,51,迁入
342, 重庆, 南京, 2017-09-03,26.2,6,48,46,迁入
343, 贵阳, 南京, 2017-09-03,22.7,0,33,67,迁入
344, 北京, 南京, 2017-09-03,21.4,13,74,13,迁入
345, 镇江, 南京, 2017-09-03,21.1,40,60,0,迁入
346, 苏州, 南京, 2017-09-03,20.5,29,71,0,迁入
347, 上海, 南京, 2017-09-03,19.6,20,80,0,迁入
348, 南宁, 南京, 2017-09-03,18.6,0,44,56,迁入
349, 长春, 南京, 2017-09-03,18.5,0,26,74,迁入
350, 兰州, 南京, 2017-09-03,18.2,0,47,53,迁入
351, 重庆, 天津, 2017-09-03,26.9,1,28,71,迁入
352, 北京, 天津, 2017-09-03,24.6,28,72,0,迁入
353, 福州, 天津, 2017-09-03,19.8,0,44,56,迁入
354, 廊坊, 天津, 2017-09-03,17.1,56,44,0,迁入
355, 长沙, 天津, 2017-09-03,16.9,0,52,48,迁入
356, 沧州, 天津, 2017-09-03,16.4,44,56,0,迁入
357, 唐山, 天津, 2017-09-03,16.3,37,63,0,迁入
358, 上海, 天津, 2017-09-03,16,20,46,34,迁入
359, 哈尔滨, 天津, 2017-09-03,15.7,10,59,31,迁入
360, 保定, 天津, 2017-09-03,13.4,35,65,0,迁入
361, 重庆, 北京, 2017-09-04,45.4,0,27,73,迁入
362, 上海, 北京, 2017-09-04,41.1,15,40,45,迁入
363, 长沙, 北京, 2017-09-04,33,0,58,42,迁入
364, 武汉, 北京, 2017-09-04,30.9,9,73,18,迁入
365, 廊坊, 北京, 2017-09-04,29.8,52,48,0,迁入
366, 杭州, 北京, 2017-09-04,27.5,12,51,37,迁入
367, 保定, 北京, 2017-09-04,25.6,33,67,0,迁入
368, 哈尔滨, 北京, 2017-09-04,23.1,9,58,33,迁入
369, 天津, 北京, 2017-09-04,22.5,28,72,0,迁入
370, 南京, 北京, 2017-09-04,22.2,15,73,12,迁入
371, 北京, 杭州, 2017-09-04,26.9,14,48,38,迁入
372, 重庆, 杭州, 2017-09-04,22.4,2,39,59,迁入
373, 嘉兴, 杭州, 2017-09-04,20,54,46,0,迁入
374, 绍兴, 杭州, 2017-09-04,19.6,47,53,0,迁入
375, 贵阳, 杭州, 2017-09-04,19,0,32,68,迁入
376, 广州, 杭州, 2017-09-04,18.9,12,17,71,迁入
377, 南宁, 杭州, 2017-09-04,18.6,0,45,55,迁入
378, 上海, 杭州, 2017-09-04,18.1,30,70,0,迁入
379, 深圳, 杭州, 2017-09-04,15.7,12,21,67,迁入
380, 金华, 杭州, 2017-09-04,15.3,38,62,0,迁入
381, 佛山, 广州, 2017-09-04,36.9,42,58,0,迁入
382, 上海, 广州, 2017-09-04,30.6,4,24,72,迁入
383, 成都, 广州, 2017-09-04,27,0,22,78,迁入
384, 东莞, 广州, 2017-09-04,25.4,55,45,0,迁入
385, 深圳, 广州, 2017-09-04,23.2,40,60,0,迁入
386, 郑州, 广州, 2017-09-04,19.8,0,67,33,迁入
387, 重庆, 广州, 2017-09-04,18.4,23,17,60,迁入
388, 清远, 广州, 2017-09-04,18.4,51,49,0,迁入
389, 武汉, 广州, 2017-09-04,18.4,14,75,11,迁入
390, 西安, 广州, 2017-09-04,18.1,0,45,55,迁入
391, 上海, 重庆, 2017-09-04,42.9,0,34,66,迁入
392, 北京, 重庆, 2017-09-04,40.4,1,36,63,迁入
393, 成都, 重庆, 2017-09-04,22.9,31,69,0,迁入
394, 天津, 重庆, 2017-09-04,22.5,0,32,68,迁入
395, 杭州, 重庆, 2017-09-04,21.5,4,39,57,迁入
396, 宁波, 重庆, 2017-09-04,21.2,0,51,49,迁入
397, 苏州, 重庆, 2017-09-04,21.1,3,48,49,迁入
398, 南京, 重庆, 2017-09-04,20,6,45,49,迁入
399, 深圳, 重庆, 2017-09-04,19.2,19,13,68,迁入
400, 三亚, 重庆, 2017-09-04,18.2,0,19,81,迁入
401, 咸阳, 西安, 2017-09-04,28.4,41,59,0,迁入
402, 上海, 西安, 2017-09-04,21.5,1,39,60,迁入
403, 深圳, 西安, 2017-09-04,20.7,0,32,68,迁入
404, 渭南, 西安, 2017-09-04,20.6,35,65,0,迁入
405, 广州, 西安, 2017-09-04,19.2,0,42,58,迁入
406, 北京, 西安, 2017-09-04,18.1,19,58,23,迁入
407, 宝鸡, 西安, 2017-09-04,15.5,28,72,0,迁入
408, 延安, 西安, 2017-09-04,13,31,69,0,迁入
409, 杭州, 西安, 2017-09-04,12.5,17,18,65,迁入
410, 商洛, 西安, 2017-09-04,12.4,39,61,0,迁入
411, 东莞, 深圳, 2017-09-04,37.2,68,32,0,迁入
412, 上海, 深圳, 2017-09-04,35.5,3,23,74,迁入
413, 成都, 深圳, 2017-09-04,32.5,0,23,77,迁入
414, 惠州, 深圳, 2017-09-04,25.8,59,41,0,迁入
415, 广州, 深圳, 2017-09-04,23.9,40,60,0,迁入
416, 西安, 深圳, 2017-09-04,21.7,0,32,68,迁入
417, 郑州, 深圳, 2017-09-04,21.1,0,33,67,迁入
418, 重庆, 深圳, 2017-09-04,21,21,11,68,迁入
419, 咸阳, 深圳, 2017-09-04,18.7,0,12,88,迁入
