序号,起点,终点,日期,热度,汽车占比（%）,火车占比（%）,飞机占比（%）,类型
3540, 香港, 深圳, 2017-09-30,18.7,46,54,0,迁入
3541, 深圳, 成都, 2017-09-30,35.1,0,20,80,迁入
3542, 广州, 成都, 2017-09-30,31.7,0,25,75,迁入
3543, 重庆, 成都, 2017-09-30,29.9,31,69,0,迁入
3544, 南京, 成都, 2017-09-30,29.6,0,49,51,迁入
3545, 德阳, 成都, 2017-09-30,29.4,43,57,0,迁入
3546, 绵阳, 成都, 2017-09-30,28.4,32,68,0,迁入
3547, 眉山, 成都, 2017-09-30,26.6,48,52,0,迁入
3548, 资阳, 成都, 2017-09-30,22.5,47,53,0,迁入
3549, 武汉, 成都, 2017-09-30,21.2,14,55,31,迁入
3550, 拉萨, 成都, 2017-09-30,21.1,1,30,69,迁入
3551, 北京, 哈尔滨, 2017-09-30,29.1,9,63,28,迁入
3552, 天津, 哈尔滨, 2017-09-30,19.8,5,75,20,迁入
3553, 大连, 哈尔滨, 2017-09-30,18.1,10,88,2,迁入
3554, 齐齐哈尔, 哈尔滨, 2017-09-30,16.9,17,83,0,迁入
3555, 沈阳, 哈尔滨, 2017-09-30,16.5,13,87,0,迁入
3556, 济南, 哈尔滨, 2017-09-30,16.4,0,34,66,迁入
3557, 青岛, 哈尔滨, 2017-09-30,16.2,13,31,56,迁入
3558, 长春, 哈尔滨, 2017-09-30,16.1,22,78,0,迁入
3559, 大庆, 哈尔滨, 2017-09-30,15.8,27,73,0,迁入
3560, 绥化, 哈尔滨, 2017-09-30,15.3,42,58,0,迁入
3561, 北京, 上海, 2017-09-30,48.2,13,51,36,迁入
3562, 重庆, 上海, 2017-09-30,46.9,0,35,65,迁入
3563, 深圳, 上海, 2017-09-30,37.7,2,28,70,迁入
3564, 苏州, 上海, 2017-09-30,34.1,59,41,0,迁入
3565, 广州, 上海, 2017-09-30,32.5,3,26,71,迁入
3566, 长春, 上海, 2017-09-30,29.2,0,24,76,迁入
3567, 西安, 上海, 2017-09-30,24.2,1,46,53,迁入
3568, 沈阳, 上海, 2017-09-30,21.6,8,15,77,迁入
3569, 南京, 上海, 2017-09-30,21.5,17,83,0,迁入
3570, 天津, 上海, 2017-09-30,21.5,13,52,35,迁入
3571, 北京, 武汉, 2017-09-30,36.2,9,75,16,迁入
3572, 深圳, 武汉, 2017-09-30,28.9,11,80,9,迁入
3573, 昆明, 武汉, 2017-09-30,25.7,0,43,57,迁入
3574, 沈阳, 武汉, 2017-09-30,25,0,55,45,迁入
3575, 上海, 武汉, 2017-09-30,24.9,13,70,17,迁入
3576, 成都, 武汉, 2017-09-30,23.7,13,66,21,迁入
3577, 广州, 武汉, 2017-09-30,22.9,10,78,12,迁入
3578, 孝感, 武汉, 2017-09-30,22.2,46,54,0,迁入
3579, 三亚, 武汉, 2017-09-30,20.5,0,23,77,迁入
3580, 黄冈, 武汉, 2017-09-30,20.5,44,56,0,迁入
3581, 成都, 南京, 2017-09-30,34.8,0,59,41,迁入
3582, 重庆, 南京, 2017-09-30,25,6,54,40,迁入
3583, 长春, 南京, 2017-09-30,24.7,0,42,58,迁入
3584, 上海, 南京, 2017-09-30,24.6,20,80,0,迁入
3585, 北京, 南京, 2017-09-30,23.1,11,74,15,迁入
3586, 苏州, 南京, 2017-09-30,23,29,71,0,迁入
3587, 镇江, 南京, 2017-09-30,20.5,35,65,0,迁入
3588, 常州, 南京, 2017-09-30,19.5,39,61,0,迁入
3589, 南宁, 南京, 2017-09-30,19.4,0,38,62,迁入
3590, 广州, 南京, 2017-09-30,19.3,14,19,67,迁入
3591, 北京, 天津, 2017-09-30,32.3,27,73,0,迁入
3592, 重庆, 天津, 2017-09-30,25.3,1,38,61,迁入
3593, 哈尔滨, 天津, 2017-09-30,19.9,7,58,35,迁入
3594, 福州, 天津, 2017-09-30,19.5,0,40,60,迁入
3595, 上海, 天津, 2017-09-30,19.5,18,50,32,迁入
3596, 长沙, 天津, 2017-09-30,19.5,0,40,60,迁入
3597, 廊坊, 天津, 2017-09-30,16.9,54,46,0,迁入
3598, 唐山, 天津, 2017-09-30,15.9,36,64,0,迁入
3599, 武汉, 天津, 2017-09-30,15.5,16,64,20,迁入
3600, 长春, 天津, 2017-09-30,15.5,9,78,13,迁入
3601, 重庆, 北京, 2017-10-01,49.2,0,30,70,迁入
3602, 上海, 北京, 2017-10-01,45.9,13,44,43,迁入
3603, 武汉, 北京, 2017-10-01,37.5,11,72,17,迁入
3604, 长沙, 北京, 2017-10-01,35.3,0,57,43,迁入
3605, 天津, 北京, 2017-10-01,29.7,26,74,0,迁入
3606, 廊坊, 北京, 2017-10-01,29.6,51,49,0,迁入
3607, 杭州, 北京, 2017-10-01,27.9,10,47,43,迁入
3608, 保定, 北京, 2017-10-01,24.7,34,66,0,迁入
3609, 南昌, 北京, 2017-10-01,24.6,0,39,61,迁入
3610, 哈尔滨, 北京, 2017-10-01,23.9,8,64,28,迁入
3611, 上海, 杭州, 2017-10-01,28.9,32,68,0,迁入
3612, 北京, 杭州, 2017-10-01,28.8,13,56,31,迁入
3613, 重庆, 杭州, 2017-10-01,26.9,4,45,51,迁入
3614, 嘉兴, 杭州, 2017-10-01,25.5,50,50,0,迁入
3615, 南宁, 杭州, 2017-10-01,24.6,0,42,58,迁入
3616, 绍兴, 杭州, 2017-10-01,23.8,48,52,0,迁入
3617, 宁波, 杭州, 2017-10-01,23.5,39,61,0,迁入
3618, 贵阳, 杭州, 2017-10-01,21.1,0,42,58,迁入
3619, 金华, 杭州, 2017-10-01,21.1,42,58,0,迁入
3620, 深圳, 杭州, 2017-10-01,20.4,11,35,54,迁入
3621, 东莞, 广州, 2017-10-01,46.6,54,46,0,迁入
3622, 佛山, 广州, 2017-10-01,44.6,44,56,0,迁入
3623, 深圳, 广州, 2017-10-01,42.5,42,58,0,迁入
3624, 上海, 广州, 2017-10-01,34,4,23,73,迁入
3625, 成都, 广州, 2017-10-01,31.4,0,22,78,迁入
3626, 武汉, 广州, 2017-10-01,26.6,12,80,8,迁入
3627, 中山, 广州, 2017-10-01,23.3,48,52,0,迁入
3628, 西安, 广州, 2017-10-01,22.8,0,46,54,迁入
3629, 郑州, 广州, 2017-10-01,22.4,0,75,25,迁入
3630, 重庆, 广州, 2017-10-01,21.4,21,20,59,迁入
3631, 上海, 重庆, 2017-10-01,52.1,0,45,55,迁入
3632, 成都, 重庆, 2017-10-01,45.9,40,60,0,迁入
3633, 北京, 重庆, 2017-10-01,45.6,1,34,65,迁入
3634, 杭州, 重庆, 2017-10-01,28,6,51,43,迁入
3635, 南京, 重庆, 2017-10-01,26.8,7,60,33,迁入
3636, 武汉, 重庆, 2017-10-01,25.4,23,70,7,迁入
3637, 天津, 重庆, 2017-10-01,24.7,1,34,65,迁入
3638, 宁波, 重庆, 2017-10-01,22.9,0,55,45,迁入
3639, 厦门, 重庆, 2017-10-01,22.7,5,62,33,迁入
3640, 深圳, 重庆, 2017-10-01,22.5,20,15,65,迁入
3641, 咸阳, 西安, 2017-10-01,32.3,39,61,0,迁入
3642, 上海, 西安, 2017-10-01,30.2,0,60,40,迁入
3643, 深圳, 西安, 2017-10-01,27.8,0,54,46,迁入
3644, 北京, 西安, 2017-10-01,27.6,14,75,11,迁入
3645, 渭南, 西安, 2017-10-01,23.7,35,65,0,迁入
3646, 广州, 西安, 2017-10-01,22.7,0,55,45,迁入
3647, 兰州, 西安, 2017-10-01,20.3,13,85,2,迁入
3648, 宝鸡, 西安, 2017-10-01,19.3,27,73,0,迁入
3649, 延安, 西安, 2017-10-01,18.8,34,66,0,迁入
3650, 厦门, 西安, 2017-10-01,18.4,0,50,50,迁入
3651, 东莞, 深圳, 2017-10-01,50.1,66,34,0,迁入
3652, 成都, 深圳, 2017-10-01,36.1,0,23,77,迁入
3653, 上海, 深圳, 2017-10-01,34.8,2,26,72,迁入
3654, 广州, 深圳, 2017-10-01,32.7,37,63,0,迁入
3655, 惠州, 深圳, 2017-10-01,30.7,60,40,0,迁入
3656, 武汉, 深圳, 2017-10-01,24.9,12,76,12,迁入
3657, 西安, 深圳, 2017-10-01,22.3,0,44,56,迁入
3658, 重庆, 深圳, 2017-10-01,20.9,26,15,59,迁入
3659, 郑州, 深圳, 2017-10-01,20.5,0,47,53,迁入
3660, 昆明, 深圳, 2017-10-01,16.7,15,26,59,迁入
3661, 重庆, 成都, 2017-10-01,38.6,38,62,0,迁入
3662, 深圳, 成都, 2017-10-01,34.4,0,26,74,迁入
3663, 南京, 成都, 2017-10-01,30.3,0,62,38,迁入
3664, 广州, 成都, 2017-10-01,28.7,0,33,67,迁入
3665, 德阳, 成都, 2017-10-01,27.5,48,52,0,迁入
3666, 绵阳, 成都, 2017-10-01,25.6,35,65,0,迁入
3667, 武汉, 成都, 2017-10-01,23.9,16,60,24,迁入
3668, 资阳, 成都, 2017-10-01,23.5,53,47,0,迁入
3669, 南充, 成都, 2017-10-01,23,37,63,0,迁入
3670, 眉山, 成都, 2017-10-01,22.7,57,43,0,迁入
3671, 北京, 哈尔滨, 2017-10-01,29.3,8,68,24,迁入
3672, 天津, 哈尔滨, 2017-10-01,20.8,4,72,24,迁入
3673, 大庆, 哈尔滨, 2017-10-01,17.8,35,65,0,迁入
3674, 大连, 哈尔滨, 2017-10-01,17.8,14,85,1,迁入
3675, 绥化, 哈尔滨, 2017-10-01,17.5,48,52,0,迁入
3676, 沈阳, 哈尔滨, 2017-10-01,17.1,16,83,1,迁入
3677, 长春, 哈尔滨, 2017-10-01,16.9,27,73,0,迁入
3678, 青岛, 哈尔滨, 2017-10-01,15.1,12,23,65,迁入
3679, 秦皇岛, 哈尔滨, 2017-10-01,14.9,9,89,2,迁入
3680, 济南, 哈尔滨, 2017-10-01,14.9,0,40,60,迁入
3681, 重庆, 上海, 2017-10-01,50.8,0,37,63,迁入
3682, 北京, 上海, 2017-10-01,46.7,13,53,34,迁入
3683, 深圳, 上海, 2017-10-01,38.8,2,27,71,迁入
3684, 苏州, 上海, 2017-10-01,37.7,54,46,0,迁入
3685, 广州, 上海, 2017-10-01,32.9,4,26,70,迁入
3686, 西安, 上海, 2017-10-01,29.9,0,54,46,迁入
3687, 武汉, 上海, 2017-10-01,25.1,13,72,15,迁入
3688, 长春, 上海, 2017-10-01,24.9,0,25,75,迁入
3689, 南京, 上海, 2017-10-01,23.5,17,83,0,迁入
3690, 杭州, 上海, 2017-10-01,23.2,26,74,0,迁入
3691, 北京, 武汉, 2017-10-01,36.2,9,78,13,迁入
3692, 深圳, 武汉, 2017-10-01,27.3,11,81,8,迁入
3693, 昆明, 武汉, 2017-10-01,26.3,0,45,55,迁入
3694, 孝感, 武汉, 2017-10-01,25.1,47,53,0,迁入
3695, 成都, 武汉, 2017-10-01,24.7,13,67,20,迁入
3696, 上海, 武汉, 2017-10-01,24.3,12,72,16,迁入
3697, 黄冈, 武汉, 2017-10-01,22.4,48,52,0,迁入
3698, 广州, 武汉, 2017-10-01,22.2,14,76,10,迁入
3699, 重庆, 武汉, 2017-10-01,21.8,24,71,5,迁入
3700, 沈阳, 武汉, 2017-10-01,21.5,0,60,40,迁入
3701, 成都, 南京, 2017-10-01,36.8,0,63,37,迁入
3702, 上海, 南京, 2017-10-01,30.5,23,77,0,迁入
3703, 苏州, 南京, 2017-10-01,29.1,34,66,0,迁入
3704, 重庆, 南京, 2017-10-01,27.7,6,56,38,迁入
3705, 北京, 南京, 2017-10-01,22.4,12,72,16,迁入
3706, 无锡, 南京, 2017-10-01,21.8,35,65,0,迁入
3707, 常州, 南京, 2017-10-01,21,46,54,0,迁入
3708, 长春, 南京, 2017-10-01,20.5,0,40,60,迁入
3709, 镇江, 南京, 2017-10-01,20.4,40,60,0,迁入
3710, 南宁, 南京, 2017-10-01,19.1,0,43,57,迁入
3711, 北京, 天津, 2017-10-01,33,28,72,0,迁入
3712, 重庆, 天津, 2017-10-01,31.2,1,28,71,迁入
3713, 福州, 天津, 2017-10-01,22.8,0,42,58,迁入
3714, 长沙, 天津, 2017-10-01,22.5,0,37,63,迁入
3715, 哈尔滨, 天津, 2017-10-01,19.8,7,59,34,迁入
3716, 上海, 天津, 2017-10-01,19.4,16,46,38,迁入
3717, 廊坊, 天津, 2017-10-01,17.5,55,45,0,迁入
3718, 长春, 天津, 2017-10-01,17.4,9,73,18,迁入
3719, 武汉, 天津, 2017-10-01,16.4,17,70,13,迁入
3720, 唐山, 天津, 2017-10-01,16.3,37,63,0,迁入
3721, 重庆, 北京, 2017-10-02,45.9,1,29,70,迁入
3722, 上海, 北京, 2017-10-02,44.5,14,34,52,迁入
3723, 武汉, 北京, 2017-10-02,30,13,64,23,迁入
3724, 长沙, 北京, 2017-10-02,29.2,0,52,48,迁入
3725, 天津, 北京, 2017-10-02,29.2,29,71,0,迁入
3726, 廊坊, 北京, 2017-10-02,28.2,52,48,0,迁入
3727, 杭州, 北京, 2017-10-02,25.7,11,39,50,迁入
3728, 保定, 北京, 2017-10-02,25.7,37,63,0,迁入
3729, 南京, 北京, 2017-10-02,22.1,14,61,25,迁入
3730, 哈尔滨, 北京, 2017-10-02,20.1,11,55,34,迁入
3731, 北京, 杭州, 2017-10-02,29.1,13,55,32,迁入
3732, 上海, 杭州, 2017-10-02,28.6,33,67,0,迁入
3733, 嘉兴, 杭州, 2017-10-02,25,52,48,0,迁入
3734, 重庆, 杭州, 2017-10-02,23.5,3,45,52,迁入
3735, 绍兴, 杭州, 2017-10-02,22.1,50,50,0,迁入
3736, 南宁, 杭州, 2017-10-02,20.8,0,43,57,迁入
3737, 金华, 杭州, 2017-10-02,19.7,47,53,0,迁入
3738, 宁波, 杭州, 2017-10-02,19.7,42,58,0,迁入
3739, 贵阳, 杭州, 2017-10-02,19.2,0,28,72,迁入
3740, 深圳, 杭州, 2017-10-02,19.2,11,34,55,迁入
3741, 佛山, 广州, 2017-10-02,40.4,45,55,0,迁入
3742, 东莞, 广州, 2017-10-02,36.5,55,45,0,迁入
3743, 深圳, 广州, 2017-10-02,36.2,42,58,0,迁入
3744, 上海, 广州, 2017-10-02,33.6,3,23,74,迁入
3745, 成都, 广州, 2017-10-02,28.6,0,24,76,迁入
3746, 武汉, 广州, 2017-10-02,20.9,15,75,10,迁入
3747, 惠州, 广州, 2017-10-02,20.9,61,39,0,迁入
3748, 清远, 广州, 2017-10-02,20.1,55,45,0,迁入
3749, 中山, 广州, 2017-10-02,20,48,52,0,迁入
3750, 西安, 广州, 2017-10-02,19.5,0,45,55,迁入
3751, 上海, 重庆, 2017-10-02,45.2,0,37,63,迁入
3752, 北京, 重庆, 2017-10-02,41.2,0,34,66,迁入
3753, 成都, 重庆, 2017-10-02,40.6,38,62,0,迁入
3754, 南京, 重庆, 2017-10-02,22.1,8,48,44,迁入
3755, 天津, 重庆, 2017-10-02,21.5,1,40,59,迁入
3756, 杭州, 重庆, 2017-10-02,21,4,37,59,迁入
3757, 深圳, 重庆, 2017-10-02,21,23,11,66,迁入
3758, 广安, 重庆, 2017-10-02,20.9,66,34,0,迁入
3759, 达州, 重庆, 2017-10-02,19.3,52,48,0,迁入
3760, 苏州, 重庆, 2017-10-02,19.2,5,49,46,迁入
3761, 咸阳, 西安, 2017-10-02,31.6,45,55,0,迁入
3762, 上海, 西安, 2017-10-02,27.2,1,59,40,迁入
3763, 渭南, 西安, 2017-10-02,26.5,39,61,0,迁入
3764, 深圳, 西安, 2017-10-02,25.5,0,50,50,迁入
3765, 北京, 西安, 2017-10-02,24.1,15,73,12,迁入
3766, 广州, 西安, 2017-10-02,22,0,50,50,迁入
3767, 宝鸡, 西安, 2017-10-02,19.6,35,65,0,迁入
3768, 兰州, 西安, 2017-10-02,17.6,17,82,1,迁入
3769, 厦门, 西安, 2017-10-02,17.3,0,57,43,迁入
3770, 昆明, 西安, 2017-10-02,16.6,17,10,73,迁入
3771, 东莞, 深圳, 2017-10-02,47,66,34,0,迁入
3772, 成都, 深圳, 2017-10-02,34.3,0,28,72,迁入
3773, 上海, 深圳, 2017-10-02,32.5,3,22,75,迁入
3774, 惠州, 深圳, 2017-10-02,32.1,61,39,0,迁入
3775, 广州, 深圳, 2017-10-02,31.2,39,61,0,迁入
3776, 重庆, 深圳, 2017-10-02,19.9,22,14,64,迁入
3777, 西安, 深圳, 2017-10-02,19.8,0,45,55,迁入
3778, 郑州, 深圳, 2017-10-02,18.4,0,38,62,迁入
3779, 武汉, 深圳, 2017-10-02,17.3,16,70,14,迁入
3780, 南京, 深圳, 2017-10-02,16.2,10,14,76,迁入
3781, 重庆, 成都, 2017-10-02,34.5,41,59,0,迁入
3782, 深圳, 成都, 2017-10-02,32.7,0,24,76,迁入
3783, 广州, 成都, 2017-10-02,27.2,0,26,74,迁入
3784, 德阳, 成都, 2017-10-02,26.4,53,47,0,迁入
3785, 资阳, 成都, 2017-10-02,26,56,44,0,迁入
3786, 绵阳, 成都, 2017-10-02,23.6,42,58,0,迁入
3787, 眉山, 成都, 2017-10-02,23.2,63,37,0,迁入
3788, 南京, 成都, 2017-10-02,22.7,0,30,70,迁入
3789, 南充, 成都, 2017-10-02,20.9,45,55,0,迁入
3790, 乐山, 成都, 2017-10-02,20.2,46,54,0,迁入
3791, 北京, 哈尔滨, 2017-10-02,24.4,10,70,20,迁入
3792, 天津, 哈尔滨, 2017-10-02,17.7,7,69,24,迁入
3793, 绥化, 哈尔滨, 2017-10-02,16.5,48,52,0,迁入
3794, 济南, 哈尔滨, 2017-10-02,14.7,0,33,67,迁入
3795, 长春, 哈尔滨, 2017-10-02,14.6,30,70,0,迁入
3796, 沈阳, 哈尔滨, 2017-10-02,14.6,14,86,0,迁入
3797, 大庆, 哈尔滨, 2017-10-02,14.3,40,60,0,迁入
3798, 青岛, 哈尔滨, 2017-10-02,12.6,17,29,54,迁入
3799, 秦皇岛, 哈尔滨, 2017-10-02,12.3,7,91,2,迁入
3800, 齐齐哈尔, 哈尔滨, 2017-10-02,12,27,73,0,迁入
3801, 重庆, 上海, 2017-10-02,50.8,0,27,73,迁入
3802, 北京, 上海, 2017-10-02,47.8,13,45,42,迁入
3803, 深圳, 上海, 2017-10-02,38.3,3,27,70,迁入
3804, 苏州, 上海, 2017-10-02,36.6,56,44,0,迁入
3805, 广州, 上海, 2017-10-02,33.5,5,22,73,迁入
3806, 西安, 上海, 2017-10-02,25.7,0,43,57,迁入
3807, 长春, 上海, 2017-10-02,25.6,0,19,81,迁入
3808, 杭州, 上海, 2017-10-02,23.2,30,70,0,迁入
3809, 天津, 上海, 2017-10-02,21.9,13,46,41,迁入
3810, 嘉兴, 上海, 2017-10-02,21.2,46,54,0,迁入
3811, 北京, 武汉, 2017-10-02,34.1,10,77,13,迁入
3812, 孝感, 武汉, 2017-10-02,26.9,47,53,0,迁入
3813, 黄冈, 武汉, 2017-10-02,26.1,51,49,0,迁入
3814, 深圳, 武汉, 2017-10-02,23.6,12,80,8,迁入
3815, 昆明, 武汉, 2017-10-02,22.4,0,39,61,迁入
3816, 上海, 武汉, 2017-10-02,21.5,13,68,19,迁入
3817, 沈阳, 武汉, 2017-10-02,21,0,56,44,迁入
3818, 三亚, 武汉, 2017-10-02,20.8,0,25,75,迁入
3819, 广州, 武汉, 2017-10-02,19.9,14,77,9,迁入
3820, 荆州, 武汉, 2017-10-02,17.2,52,48,0,迁入
3821, 成都, 南京, 2017-10-02,28.3,0,41,59,迁入
3822, 上海, 南京, 2017-10-02,24.4,24,76,0,迁入
3823, 重庆, 南京, 2017-10-02,24.1,9,44,47,迁入
3824, 北京, 南京, 2017-10-02,21.9,14,70,16,迁入
3825, 长春, 南京, 2017-10-02,20.9,0,32,68,迁入
3826, 苏州, 南京, 2017-10-02,20.4,34,66,0,迁入
3827, 广州, 南京, 2017-10-02,18.6,19,17,64,迁入
3828, 深圳, 南京, 2017-10-02,18.6,14,21,65,迁入
3829, 南宁, 南京, 2017-10-02,18.4,0,45,55,迁入
3830, 镇江, 南京, 2017-10-02,18.1,41,59,0,迁入
3831, 北京, 天津, 2017-10-02,30.7,28,72,0,迁入
3832, 重庆, 天津, 2017-10-02,27.8,2,32,66,迁入
3833, 福州, 天津, 2017-10-02,20.9,0,41,59,迁入
3834, 长沙, 天津, 2017-10-02,18.6,0,37,63,迁入
3835, 上海, 天津, 2017-10-02,17.7,16,38,46,迁入
3836, 廊坊, 天津, 2017-10-02,16.7,56,44,0,迁入
3837, 唐山, 天津, 2017-10-02,16,39,61,0,迁入
3838, 沧州, 天津, 2017-10-02,15.4,48,52,0,迁入
3839, 哈尔滨, 天津, 2017-10-02,15.4,9,50,41,迁入
3840, 南昌, 天津, 2017-10-02,13.5,18,18,64,迁入
3841, 重庆, 北京, 2017-10-03,45.2,1,31,68,迁入
3842, 上海, 北京, 2017-10-03,40.8,16,33,51,迁入
3843, 天津, 北京, 2017-10-03,30.6,29,71,0,迁入
3844, 廊坊, 北京, 2017-10-03,28,53,47,0,迁入
3845, 保定, 北京, 2017-10-03,26.5,41,59,0,迁入
3846, 长沙, 北京, 2017-10-03,25.8,0,47,53,迁入
3847, 武汉, 北京, 2017-10-03,24.8,15,56,29,迁入
3848, 杭州, 北京, 2017-10-03,23.3,12,33,55,迁入
3849, 南昌, 北京, 2017-10-03,19.4,0,46,54,迁入
3850, 南京, 北京, 2017-10-03,19.1,17,53,30,迁入
3851, 上海, 杭州, 2017-10-03,28.6,33,67,0,迁入
3852, 北京, 杭州, 2017-10-03,27,16,48,36,迁入
3853, 嘉兴, 杭州, 2017-10-03,25,53,47,0,迁入
3854, 绍兴, 杭州, 2017-10-03,22.8,51,49,0,迁入
3855, 重庆, 杭州, 2017-10-03,21.2,4,41,55,迁入
3856, 金华, 杭州, 2017-10-03,20.7,49,51,0,迁入
3857, 宁波, 杭州, 2017-10-03,19,43,57,0,迁入
3858, 南宁, 杭州, 2017-10-03,18.5,0,42,58,迁入
3859, 苏州, 杭州, 2017-10-03,18.2,50,50,0,迁入
3860, 湖州, 杭州, 2017-10-03,17.8,59,41,0,迁入
3861, 佛山, 广州, 2017-10-03,38.9,46,54,0,迁入
3862, 深圳, 广州, 2017-10-03,33.3,42,58,0,迁入
3863, 东莞, 广州, 2017-10-03,32.6,57,43,0,迁入
3864, 上海, 广州, 2017-10-03,32.4,6,25,69,迁入
3865, 成都, 广州, 2017-10-03,24.9,0,29,71,迁入
3866, 惠州, 广州, 2017-10-03,23.5,65,35,0,迁入
3867, 清远, 广州, 2017-10-03,23.2,57,43,0,迁入
3868, 中山, 广州, 2017-10-03,19.4,51,49,0,迁入
3869, 武汉, 广州, 2017-10-03,17.9,15,73,12,迁入
3870, 郑州, 广州, 2017-10-03,17.8,0,63,37,迁入
3871, 上海, 重庆, 2017-10-03,45.9,0,43,57,迁入
3872, 北京, 重庆, 2017-10-03,41.1,0,35,65,迁入
3873, 成都, 重庆, 2017-10-03,38.2,40,60,0,迁入
3874, 南京, 重庆, 2017-10-03,23.6,8,53,39,迁入
3875, 杭州, 重庆, 2017-10-03,23.6,3,43,54,迁入
3876, 苏州, 重庆, 2017-10-03,22.1,2,57,41,迁入
3877, 武汉, 重庆, 2017-10-03,21.7,20,73,7,迁入
3878, 广安, 重庆, 2017-10-03,21.6,68,32,0,迁入
3879, 宁波, 重庆, 2017-10-03,21.6,2,48,50,迁入
3880, 天津, 重庆, 2017-10-03,21.6,2,38,60,迁入
3881, 咸阳, 西安, 2017-10-03,30.3,46,54,0,迁入
3882, 渭南, 西安, 2017-10-03,27.1,39,61,0,迁入
3883, 上海, 西安, 2017-10-03,25.2,1,49,50,迁入
3884, 深圳, 西安, 2017-10-03,21.7,0,47,53,迁入
3885, 北京, 西安, 2017-10-03,21.3,18,64,18,迁入
3886, 宝鸡, 西安, 2017-10-03,20.6,37,63,0,迁入
3887, 广州, 西安, 2017-10-03,19.3,0,46,54,迁入
3888, 延安, 西安, 2017-10-03,17.7,40,60,0,迁入
3889, 厦门, 西安, 2017-10-03,17.1,0,62,38,迁入
3890, 兰州, 西安, 2017-10-03,15.3,18,80,2,迁入
3891, 东莞, 深圳, 2017-10-03,44.6,67,33,0,迁入
3892, 惠州, 深圳, 2017-10-03,35,62,38,0,迁入
3893, 广州, 深圳, 2017-10-03,32.7,41,59,0,迁入
3894, 上海, 深圳, 2017-10-03,32.2,3,28,69,迁入
3895, 成都, 深圳, 2017-10-03,31.1,0,29,71,迁入
3896, 重庆, 深圳, 2017-10-03,19.4,19,14,67,迁入
3897, 西安, 深圳, 2017-10-03,18.2,0,43,57,迁入
3898, 郑州, 深圳, 2017-10-03,17.7,0,43,57,迁入
3899, 香港, 深圳, 2017-10-03,17.4,49,51,0,迁入
3900, 咸阳, 深圳, 2017-10-03,16.2,0,19,81,迁入
3901, 重庆, 成都, 2017-10-03,38,40,60,0,迁入
3902, 深圳, 成都, 2017-10-03,30.5,0,22,78,迁入
3903, 资阳, 成都, 2017-10-03,28.1,57,43,0,迁入
3904, 德阳, 成都, 2017-10-03,26.6,53,47,0,迁入
3905, 广州, 成都, 2017-10-03,26.6,0,29,71,迁入
3906, 南京, 成都, 2017-10-03,25.4,0,60,40,迁入
3907, 眉山, 成都, 2017-10-03,25.2,63,37,0,迁入
3908, 绵阳, 成都, 2017-10-03,24.7,45,55,0,迁入
3909, 南充, 成都, 2017-10-03,23.8,50,50,0,迁入
3910, 乐山, 成都, 2017-10-03,23.6,45,55,0,迁入
3911, 北京, 哈尔滨, 2017-10-03,22,11,62,27,迁入
3912, 绥化, 哈尔滨, 2017-10-03,16.4,49,51,0,迁入
3913, 天津, 哈尔滨, 2017-10-03,15,7,61,32,迁入
3914, 长春, 哈尔滨, 2017-10-03,14.3,31,69,0,迁入
3915, 沈阳, 哈尔滨, 2017-10-03,14.1,16,84,0,迁入
3916, 大庆, 哈尔滨, 2017-10-03,13.8,41,59,0,迁入
3917, 青岛, 哈尔滨, 2017-10-03,13.3,14,31,55,迁入
3918, 济南, 哈尔滨, 2017-10-03,13.2,0,35,65,迁入
3919, 齐齐哈尔, 哈尔滨, 2017-10-03,12.4,30,70,0,迁入
3920, 大连, 哈尔滨, 2017-10-03,12,14,84,2,迁入
3921, 重庆, 上海, 2017-10-03,43.3,1,32,67,迁入
3922, 北京, 上海, 2017-10-03,40.9,16,32,52,迁入
3923, 深圳, 上海, 2017-10-03,38.2,3,25,72,迁入
3924, 苏州, 上海, 2017-10-03,38.1,58,42,0,迁入
3925, 广州, 上海, 2017-10-03,32.9,4,23,73,迁入
3926, 杭州, 上海, 2017-10-03,26.9,33,67,0,迁入
3927, 西安, 上海, 2017-10-03,23.3,0,45,55,迁入
3928, 长春, 上海, 2017-10-03,22.8,0,26,74,迁入
3929, 嘉兴, 上海, 2017-10-03,22.6,47,53,0,迁入
3930, 南京, 上海, 2017-10-03,21.2,24,76,0,迁入
3931, 孝感, 武汉, 2017-10-03,27.4,47,53,0,迁入
3932, 黄冈, 武汉, 2017-10-03,27.2,51,49,0,迁入
3933, 北京, 武汉, 2017-10-03,27.1,14,66,20,迁入
3934, 三亚, 武汉, 2017-10-03,20.6,0,27,73,迁入
3935, 深圳, 武汉, 2017-10-03,20.3,13,72,15,迁入
3936, 昆明, 武汉, 2017-10-03,20.2,0,38,62,迁入
3937, 成都, 武汉, 2017-10-03,19.9,16,54,30,迁入
3938, 沈阳, 武汉, 2017-10-03,19.6,0,45,55,迁入
3939, 荆州, 武汉, 2017-10-03,19.5,50,50,0,迁入
3940, 上海, 武汉, 2017-10-03,19.4,17,62,21,迁入
3941, 成都, 南京, 2017-10-03,27.5,0,46,54,迁入
3942, 上海, 南京, 2017-10-03,24.2,23,77,0,迁入
3943, 重庆, 南京, 2017-10-03,21.2,10,38,52,迁入
3944, 北京, 南京, 2017-10-03,21.2,16,65,19,迁入
3945, 苏州, 南京, 2017-10-03,20.4,34,66,0,迁入
