序号,起点,终点,日期,热度,汽车占比（%）,火车占比（%）,飞机占比（%）,类型
870, 广州, 南京, 2017-09-08,18.4,13,20,67,迁出
871, 重庆, 上海, 2017-09-08,46.5,0,34,66,迁出
872, 重庆, 北京, 2017-09-08,45.1,0,31,69,迁出
873, 重庆, 天津, 2017-09-08,29.2,0,28,72,迁出
874, 重庆, 成都, 2017-09-08,26.7,31,69,0,迁出
875, 重庆, 南京, 2017-09-08,25.2,5,44,51,迁出
876, 重庆, 杭州, 2017-09-08,23.9,4,37,59,迁出
877, 重庆, 苏州, 2017-09-08,22.3,2,60,38,迁出
878, 重庆, 厦门, 2017-09-08,21.9,2,44,54,迁出
879, 重庆, 青岛, 2017-09-08,21,0,33,67,迁出
880, 重庆, 深圳, 2017-09-08,20.8,18,11,71,迁出
881, 西安, 咸阳, 2017-09-08,33.7,39,61,0,迁出
882, 西安, 上海, 2017-09-08,26.1,1,41,58,迁出
883, 西安, 渭南, 2017-09-08,24.4,35,65,0,迁出
884, 西安, 深圳, 2017-09-08,23.1,0,36,64,迁出
885, 西安, 北京, 2017-09-08,20.7,19,59,22,迁出
886, 西安, 广州, 2017-09-08,19.2,0,44,56,迁出
887, 西安, 厦门, 2017-09-08,17.8,0,52,48,迁出
888, 西安, 宝鸡, 2017-09-08,17.6,29,71,0,迁出
889, 西安, 杭州, 2017-09-08,14.5,15,30,55,迁出
890, 西安, 昆明, 2017-09-08,14,18,17,65,迁出
891, 深圳, 东莞, 2017-09-08,40.1,67,33,0,迁出
892, 深圳, 上海, 2017-09-08,36.2,2,23,75,迁出
893, 深圳, 成都, 2017-09-08,31.6,0,24,76,迁出
894, 深圳, 惠州, 2017-09-08,29.9,57,43,0,迁出
895, 深圳, 广州, 2017-09-08,28.1,39,61,0,迁出
896, 深圳, 西安, 2017-09-08,23.9,0,35,65,迁出
897, 深圳, 郑州, 2017-09-08,23.5,0,41,59,迁出
898, 深圳, 重庆, 2017-09-08,21.3,18,14,68,迁出
899, 深圳, 南京, 2017-09-08,19.3,12,12,76,迁出
900, 深圳, 武汉, 2017-09-08,19,17,70,13,迁出
901, 成都, 南京, 2017-09-08,31.5,0,52,48,迁出
902, 成都, 深圳, 2017-09-08,31.5,0,24,76,迁出
903, 成都, 广州, 2017-09-08,28.3,0,23,77,迁出
904, 成都, 德阳, 2017-09-08,26.7,45,55,0,迁出
905, 成都, 重庆, 2017-09-08,25.7,31,69,0,迁出
906, 成都, 眉山, 2017-09-08,23,57,43,0,迁出
907, 成都, 济南, 2017-09-08,22.4,0,33,67,迁出
908, 成都, 资阳, 2017-09-08,21.5,47,53,0,迁出
909, 成都, 绵阳, 2017-09-08,21.3,36,64,0,迁出
910, 成都, 武汉, 2017-09-08,19.1,19,55,26,迁出
911, 哈尔滨, 北京, 2017-09-08,22.7,10,53,37,迁出
912, 哈尔滨, 绥化, 2017-09-08,17.6,41,59,0,迁出
913, 哈尔滨, 天津, 2017-09-08,16,10,58,32,迁出
914, 哈尔滨, 济南, 2017-09-08,15.6,0,27,73,迁出
915, 哈尔滨, 大庆, 2017-09-08,13.2,33,67,0,迁出
916, 哈尔滨, 青岛, 2017-09-08,12.9,12,29,59,迁出
917, 哈尔滨, 齐齐哈尔, 2017-09-08,12.4,21,79,0,迁出
918, 哈尔滨, 石家庄, 2017-09-08,12.1,0,47,53,迁出
919, 哈尔滨, 沈阳, 2017-09-08,11.9,13,87,0,迁出
920, 哈尔滨, 长春, 2017-09-08,11.7,27,73,0,迁出
921, 上海, 重庆, 2017-09-08,45.6,1,33,66,迁出
922, 上海, 北京, 2017-09-08,41.7,15,39,46,迁出
923, 上海, 苏州, 2017-09-08,37.2,59,41,0,迁出
924, 上海, 深圳, 2017-09-08,36.1,2,23,75,迁出
925, 上海, 广州, 2017-09-08,34.5,4,22,74,迁出
926, 上海, 长春, 2017-09-08,24.1,0,23,77,迁出
927, 上海, 西安, 2017-09-08,23.7,2,42,56,迁出
928, 上海, 杭州, 2017-09-08,22.3,30,70,0,迁出
929, 上海, 南京, 2017-09-08,21.1,20,80,0,迁出
930, 上海, 香港, 2017-09-08,21,0,31,69,迁出
931, 武汉, 北京, 2017-09-08,29.7,12,68,20,迁出
932, 武汉, 孝感, 2017-09-08,22.2,40,60,0,迁出
933, 武汉, 黄冈, 2017-09-08,20.2,42,58,0,迁出
934, 武汉, 沈阳, 2017-09-08,20,0,44,56,迁出
935, 武汉, 昆明, 2017-09-08,19.6,0,33,67,迁出
936, 武汉, 广州, 2017-09-08,19.4,15,72,13,迁出
937, 武汉, 成都, 2017-09-08,17.4,18,52,30,迁出
938, 武汉, 上海, 2017-09-08,17,16,63,21,迁出
939, 武汉, 深圳, 2017-09-08,16.6,16,66,18,迁出
940, 武汉, 三亚, 2017-09-08,16.3,0,15,85,迁出
941, 南京, 成都, 2017-09-08,27.3,0,44,56,迁出
942, 南京, 北京, 2017-09-08,21.2,15,71,14,迁出
943, 南京, 镇江, 2017-09-08,20.8,34,66,0,迁出
944, 南京, 上海, 2017-09-08,19.9,19,81,0,迁出
945, 南京, 苏州, 2017-09-08,18.8,29,71,0,迁出
946, 南京, 重庆, 2017-09-08,18.7,7,40,53,迁出
947, 南京, 广州, 2017-09-08,18.7,14,15,71,迁出
948, 南京, 南宁, 2017-09-08,17.7,0,42,58,迁出
949, 南京, 长春, 2017-09-08,16.7,0,28,72,迁出
950, 南京, 深圳, 2017-09-08,16.2,14,16,70,迁出
951, 天津, 北京, 2017-09-08,24.4,28,72,0,迁出
952, 天津, 重庆, 2017-09-08,23.8,0,33,67,迁出
953, 天津, 福州, 2017-09-08,19.5,0,38,62,迁出
954, 天津, 上海, 2017-09-08,19.4,17,50,33,迁出
955, 天津, 长沙, 2017-09-08,18.2,0,41,59,迁出
956, 天津, 廊坊, 2017-09-08,16.2,56,44,0,迁出
957, 天津, 唐山, 2017-09-08,15.2,36,64,0,迁出
958, 天津, 沧州, 2017-09-08,14.9,43,57,0,迁出
959, 天津, 哈尔滨, 2017-09-08,14.6,7,59,34,迁出
960, 天津, 杭州, 2017-09-08,14.6,14,43,43,迁出
961, 北京, 上海, 2017-09-09,40.2,15,40,45,迁出
962, 北京, 重庆, 2017-09-09,39.8,1,35,64,迁出
963, 北京, 廊坊, 2017-09-09,32.7,50,50,0,迁出
964, 北京, 长沙, 2017-09-09,30.5,0,53,47,迁出
965, 北京, 保定, 2017-09-09,29.1,34,66,0,迁出
966, 北京, 武汉, 2017-09-09,27.3,15,62,23,迁出
967, 北京, 天津, 2017-09-09,27.3,27,73,0,迁出
968, 北京, 杭州, 2017-09-09,25.6,14,46,40,迁出
969, 北京, 石家庄, 2017-09-09,20.8,21,79,0,迁出
970, 北京, 南京, 2017-09-09,20.7,16,69,15,迁出
971, 杭州, 北京, 2017-09-09,33.4,13,62,25,迁出
972, 杭州, 重庆, 2017-09-09,23,6,35,59,迁出
973, 杭州, 嘉兴, 2017-09-09,22,54,46,0,迁出
974, 杭州, 绍兴, 2017-09-09,20.8,47,53,0,迁出
975, 杭州, 上海, 2017-09-09,20.5,30,70,0,迁出
976, 杭州, 广州, 2017-09-09,19.4,13,32,55,迁出
977, 杭州, 南宁, 2017-09-09,19.3,0,38,62,迁出
978, 杭州, 金华, 2017-09-09,17.2,42,58,0,迁出
979, 杭州, 宁波, 2017-09-09,17.1,38,62,0,迁出
980, 杭州, 贵阳, 2017-09-09,17,0,21,79,迁出
981, 广州, 佛山, 2017-09-09,42.2,41,59,0,迁出
982, 广州, 上海, 2017-09-09,30.5,5,26,69,迁出
983, 广州, 东莞, 2017-09-09,28.3,56,44,0,迁出
984, 广州, 深圳, 2017-09-09,27.9,41,59,0,迁出
985, 广州, 成都, 2017-09-09,27.6,0,28,72,迁出
986, 广州, 清远, 2017-09-09,22.5,51,49,0,迁出
987, 广州, 惠州, 2017-09-09,20.4,64,36,0,迁出
988, 广州, 西安, 2017-09-09,19.5,0,42,58,迁出
989, 广州, 郑州, 2017-09-09,19.4,0,72,28,迁出
990, 广州, 武汉, 2017-09-09,17.5,18,67,15,迁出
991, 重庆, 上海, 2017-09-09,46.2,0,37,63,迁出
992, 重庆, 北京, 2017-09-09,40.7,2,33,65,迁出
993, 重庆, 天津, 2017-09-09,27,1,29,70,迁出
994, 重庆, 成都, 2017-09-09,23.6,34,66,0,迁出
995, 重庆, 厦门, 2017-09-09,23.3,3,44,53,迁出
996, 重庆, 南京, 2017-09-09,22.7,8,37,55,迁出
997, 重庆, 杭州, 2017-09-09,20.9,3,44,53,迁出
998, 重庆, 拉萨, 2017-09-09,20.3,0,30,70,迁出
999, 重庆, 福州, 2017-09-09,20,2,56,42,迁出
1000, 重庆, 宁波, 2017-09-09,19.6,2,45,53,迁出
1001, 西安, 咸阳, 2017-09-09,31.7,40,60,0,迁出
1002, 西安, 上海, 2017-09-09,23.7,1,45,54,迁出
1003, 西安, 渭南, 2017-09-09,23.6,34,66,0,迁出
1004, 西安, 深圳, 2017-09-09,20.5,0,39,61,迁出
1005, 西安, 北京, 2017-09-09,18.9,20,57,23,迁出
1006, 西安, 厦门, 2017-09-09,18.5,0,57,43,迁出
1007, 西安, 广州, 2017-09-09,18.4,0,45,55,迁出
1008, 西安, 宝鸡, 2017-09-09,17.3,31,69,0,迁出
1009, 西安, 福州, 2017-09-09,13.3,0,43,57,迁出
1010, 西安, 杭州, 2017-09-09,13.3,17,25,58,迁出
1011, 深圳, 东莞, 2017-09-09,42.6,67,33,0,迁出
1012, 深圳, 上海, 2017-09-09,37.4,3,26,71,迁出
1013, 深圳, 惠州, 2017-09-09,32.8,57,43,0,迁出
1014, 深圳, 成都, 2017-09-09,31.5,0,26,74,迁出
1015, 深圳, 广州, 2017-09-09,29.4,42,58,0,迁出
1016, 深圳, 西安, 2017-09-09,23,0,31,69,迁出
1017, 深圳, 重庆, 2017-09-09,20.4,21,12,67,迁出
1018, 深圳, 郑州, 2017-09-09,20.1,0,42,58,迁出
1019, 深圳, 武汉, 2017-09-09,19.2,16,68,16,迁出
1020, 深圳, 南京, 2017-09-09,17.7,15,13,72,迁出
1021, 成都, 深圳, 2017-09-09,29.9,0,31,69,迁出
1022, 成都, 南京, 2017-09-09,29.3,0,42,58,迁出
1023, 成都, 德阳, 2017-09-09,25.3,47,53,0,迁出
1024, 成都, 广州, 2017-09-09,25.1,0,27,73,迁出
1025, 成都, 重庆, 2017-09-09,23.4,32,68,0,迁出
1026, 成都, 眉山, 2017-09-09,22.9,59,41,0,迁出
1027, 成都, 济南, 2017-09-09,22.6,0,33,67,迁出
1028, 成都, 资阳, 2017-09-09,20.9,48,52,0,迁出
1029, 成都, 绵阳, 2017-09-09,20.6,38,62,0,迁出
1030, 成都, 三亚, 2017-09-09,20.6,0,25,75,迁出
1031, 哈尔滨, 北京, 2017-09-09,21.5,11,56,33,迁出
1032, 哈尔滨, 绥化, 2017-09-09,16,43,57,0,迁出
1033, 哈尔滨, 天津, 2017-09-09,15.4,7,58,35,迁出
1034, 哈尔滨, 济南, 2017-09-09,14.7,0,29,71,迁出
1035, 哈尔滨, 青岛, 2017-09-09,13,9,27,64,迁出
1036, 哈尔滨, 大庆, 2017-09-09,12,35,65,0,迁出
1037, 哈尔滨, 齐齐哈尔, 2017-09-09,11.8,21,79,0,迁出
1038, 哈尔滨, 太原, 2017-09-09,11.4,0,33,67,迁出
1039, 哈尔滨, 长春, 2017-09-09,11,30,70,0,迁出
1040, 哈尔滨, 沈阳, 2017-09-09,10.4,16,84,0,迁出
1041, 上海, 重庆, 2017-09-09,44.3,0,36,64,迁出
1042, 上海, 北京, 2017-09-09,37.2,16,41,43,迁出
1043, 上海, 苏州, 2017-09-09,35.4,61,39,0,迁出
1044, 上海, 深圳, 2017-09-09,32.3,4,25,71,迁出
1045, 上海, 广州, 2017-09-09,29.1,6,24,70,迁出
1046, 上海, 长春, 2017-09-09,23.9,0,22,78,迁出
1047, 上海, 西安, 2017-09-09,21.9,1,41,58,迁出
1048, 上海, 杭州, 2017-09-09,20.6,34,66,0,迁出
1049, 上海, 嘉兴, 2017-09-09,18.5,47,53,0,迁出
1050, 上海, 南京, 2017-09-09,17.9,22,78,0,迁出
1051, 武汉, 北京, 2017-09-09,27.7,14,68,18,迁出
1052, 武汉, 孝感, 2017-09-09,22.3,43,57,0,迁出
1053, 武汉, 昆明, 2017-09-09,20.9,0,42,58,迁出
1054, 武汉, 黄冈, 2017-09-09,20.8,45,55,0,迁出
1055, 武汉, 沈阳, 2017-09-09,18,0,53,47,迁出
1056, 武汉, 广州, 2017-09-09,17.4,17,71,12,迁出
1057, 武汉, 成都, 2017-09-09,16.7,19,59,22,迁出
1058, 武汉, 深圳, 2017-09-09,16,19,65,16,迁出
1059, 武汉, 上海, 2017-09-09,15.5,19,58,23,迁出
1060, 武汉, 鄂州, 2017-09-09,15.3,34,66,0,迁出
1061, 南京, 成都, 2017-09-09,24.7,0,45,55,迁出
1062, 南京, 镇江, 2017-09-09,19.9,36,64,0,迁出
1063, 南京, 北京, 2017-09-09,19.5,17,69,14,迁出
1064, 南京, 南宁, 2017-09-09,19.5,0,32,68,迁出
1065, 南京, 重庆, 2017-09-09,19.4,7,44,49,迁出
1066, 南京, 上海, 2017-09-09,18.5,21,78,1,迁出
1067, 南京, 苏州, 2017-09-09,17.4,30,70,0,迁出
1068, 南京, 深圳, 2017-09-09,16.4,17,12,71,迁出
1069, 南京, 广州, 2017-09-09,16.3,17,13,70,迁出
1070, 南京, 长春, 2017-09-09,16.2,0,28,72,迁出
1071, 天津, 重庆, 2017-09-09,23.8,1,34,65,迁出
1072, 天津, 北京, 2017-09-09,23.2,29,71,0,迁出
1073, 天津, 福州, 2017-09-09,19.8,0,46,54,迁出
1074, 天津, 上海, 2017-09-09,19.6,17,52,31,迁出
1075, 天津, 长沙, 2017-09-09,16.4,0,49,51,迁出
1076, 天津, 廊坊, 2017-09-09,15.7,58,42,0,迁出
1077, 天津, 唐山, 2017-09-09,14.8,37,63,0,迁出
1078, 天津, 沧州, 2017-09-09,14.1,43,57,0,迁出
1079, 天津, 武汉, 2017-09-09,13,24,44,32,迁出
1080, 天津, 哈尔滨, 2017-09-09,12.5,11,55,34,迁出
1081, 北京, 重庆, 2017-09-10,42.4,0,36,64,迁出
1082, 北京, 上海, 2017-09-10,41,15,45,40,迁出
1083, 北京, 长沙, 2017-09-10,32.6,0,61,39,迁出
1084, 北京, 廊坊, 2017-09-10,31,51,49,0,迁出
1085, 北京, 武汉, 2017-09-10,27.1,14,66,20,迁出
1086, 北京, 杭州, 2017-09-10,26.9,11,46,43,迁出
1087, 北京, 天津, 2017-09-10,25.6,27,73,0,迁出
1088, 北京, 保定, 2017-09-10,23.9,34,66,0,迁出
1089, 北京, 南京, 2017-09-10,21.2,15,70,15,迁出
1090, 北京, 哈尔滨, 2017-09-10,20,12,44,44,迁出
1091, 杭州, 北京, 2017-09-10,25.5,14,53,33,迁出
1092, 杭州, 上海, 2017-09-10,24.3,32,68,0,迁出
1093, 杭州, 嘉兴, 2017-09-10,21.4,52,48,0,迁出
1094, 杭州, 重庆, 2017-09-10,20.4,4,35,61,迁出
1095, 杭州, 南宁, 2017-09-10,19.8,0,32,68,迁出
1096, 杭州, 绍兴, 2017-09-10,19.5,47,53,0,迁出
1097, 杭州, 深圳, 2017-09-10,17.5,14,16,70,迁出
1098, 杭州, 宁波, 2017-09-10,16.9,38,62,0,迁出
1099, 杭州, 金华, 2017-09-10,16.5,40,60,0,迁出
1100, 杭州, 广州, 2017-09-10,15.4,14,19,67,迁出
1101, 广州, 佛山, 2017-09-10,40.5,42,58,0,迁出
1102, 广州, 上海, 2017-09-10,33.4,5,26,69,迁出
1103, 广州, 深圳, 2017-09-10,29.7,41,59,0,迁出
1104, 广州, 东莞, 2017-09-10,29.2,57,43,0,迁出
1105, 广州, 成都, 2017-09-10,24.7,0,27,73,迁出
1106, 广州, 西安, 2017-09-10,19.6,0,40,60,迁出
1107, 广州, 郑州, 2017-09-10,19.3,0,69,31,迁出
1108, 广州, 清远, 2017-09-10,18.7,50,50,0,迁出
1109, 广州, 南京, 2017-09-10,17.9,18,16,66,迁出
1110, 广州, 武汉, 2017-09-10,17.6,19,68,13,迁出
1111, 重庆, 北京, 2017-09-10,45.1,0,33,67,迁出
1112, 重庆, 上海, 2017-09-10,42.7,0,39,61,迁出
1113, 重庆, 天津, 2017-09-10,29.2,1,29,70,迁出
1114, 重庆, 成都, 2017-09-10,26.6,33,67,0,迁出
1115, 重庆, 杭州, 2017-09-10,23.5,5,44,51,迁出
1116, 重庆, 厦门, 2017-09-10,23.3,3,40,57,迁出
1117, 重庆, 宁波, 2017-09-10,22.1,0,47,53,迁出
1118, 重庆, 深圳, 2017-09-10,21.2,23,11,66,迁出
1119, 重庆, 南京, 2017-09-10,20.4,7,44,49,迁出
1120, 重庆, 苏州, 2017-09-10,19.8,5,58,37,迁出
1121, 西安, 咸阳, 2017-09-10,32.5,39,61,0,迁出
1122, 西安, 上海, 2017-09-10,24.6,2,53,45,迁出
1123, 西安, 渭南, 2017-09-10,22.7,34,66,0,迁出
1124, 西安, 北京, 2017-09-10,21.8,19,60,21,迁出
1125, 西安, 深圳, 2017-09-10,21.7,0,36,64,迁出
1126, 西安, 广州, 2017-09-10,19.2,0,46,54,迁出
1127, 西安, 厦门, 2017-09-10,18,0,50,50,迁出
1128, 西安, 延安, 2017-09-10,16.1,32,68,0,迁出
1129, 西安, 宝鸡, 2017-09-10,15.6,29,71,0,迁出
1130, 西安, 兰州, 2017-09-10,14.5,19,79,2,迁出
1131, 深圳, 东莞, 2017-09-10,41.4,68,32,0,迁出
1132, 深圳, 上海, 2017-09-10,36.2,3,26,71,迁出
1133, 深圳, 广州, 2017-09-10,28.2,41,59,0,迁出
1134, 深圳, 惠州, 2017-09-10,27.6,60,40,0,迁出
1135, 深圳, 成都, 2017-09-10,26.5,0,25,75,迁出
1136, 深圳, 西安, 2017-09-10,22.7,0,34,66,迁出
1137, 深圳, 郑州, 2017-09-10,22.6,0,40,60,迁出
1138, 深圳, 重庆, 2017-09-10,18.6,21,12,67,迁出
1139, 深圳, 昆明, 2017-09-10,18.6,12,21,67,迁出
1140, 深圳, 香港, 2017-09-10,18.3,49,51,0,迁出
1141, 成都, 深圳, 2017-09-10,32.2,0,26,74,迁出
1142, 成都, 广州, 2017-09-10,26.9,0,29,71,迁出
1143, 成都, 南京, 2017-09-10,26.6,0,48,52,迁出
1144, 成都, 重庆, 2017-09-10,24.1,33,67,0,迁出
1145, 成都, 德阳, 2017-09-10,23.8,47,53,0,迁出
1146, 成都, 眉山, 2017-09-10,22.1,54,46,0,迁出
1147, 成都, 三亚, 2017-09-10,20.9,0,28,72,迁出
1148, 成都, 绵阳, 2017-09-10,20.4,35,65,0,迁出
1149, 成都, 资阳, 2017-09-10,19.9,47,53,0,迁出
1150, 成都, 合肥, 2017-09-10,19.4,0,53,47,迁出
1151, 哈尔滨, 北京, 2017-09-10,20.7,13,53,34,迁出
1152, 哈尔滨, 天津, 2017-09-10,16.1,11,53,36,迁出
1153, 哈尔滨, 绥化, 2017-09-10,15.1,43,57,0,迁出
1154, 哈尔滨, 济南, 2017-09-10,14.5,0,38,62,迁出
1155, 哈尔滨, 青岛, 2017-09-10,14.3,11,25,64,迁出
1156, 哈尔滨, 大庆, 2017-09-10,13.5,32,68,0,迁出
1157, 哈尔滨, 齐齐哈尔, 2017-09-10,12.5,20,80,0,迁出
1158, 哈尔滨, 长春, 2017-09-10,12.2,25,75,0,迁出
1159, 哈尔滨, 太原, 2017-09-10,11.6,0,31,69,迁出
1160, 哈尔滨, 沈阳, 2017-09-10,11.5,16,84,0,迁出
1161, 上海, 重庆, 2017-09-10,40.9,0,35,65,迁出
1162, 上海, 北京, 2017-09-10,38.8,16,43,41,迁出
1163, 上海, 苏州, 2017-09-10,32.6,60,40,0,迁出
1164, 上海, 深圳, 2017-09-10,31.6,4,27,69,迁出
1165, 上海, 广州, 2017-09-10,28.5,6,27,67,迁出
1166, 上海, 长春, 2017-09-10,22.6,0,25,75,迁出
1167, 上海, 西安, 2017-09-10,21.2,2,43,55,迁出
1168, 上海, 天津, 2017-09-10,19.7,18,49,33,迁出
1169, 上海, 杭州, 2017-09-10,19.3,29,71,0,迁出
1170, 上海, 南京, 2017-09-10,18.8,21,79,0,迁出
1171, 武汉, 北京, 2017-09-10,31,13,72,15,迁出
1172, 武汉, 沈阳, 2017-09-10,21,0,48,52,迁出
1173, 武汉, 孝感, 2017-09-10,20.3,43,57,0,迁出
1174, 武汉, 昆明, 2017-09-10,19.2,0,43,57,迁出
1175, 武汉, 深圳, 2017-09-10,19,16,68,16,迁出
1176, 武汉, 黄冈, 2017-09-10,18.5,43,57,0,迁出
1177, 武汉, 广州, 2017-09-10,18.3,16,73,11,迁出
1178, 武汉, 上海, 2017-09-10,17.4,16,68,16,迁出
1179, 武汉, 成都, 2017-09-10,17.1,20,52,28,迁出
1180, 武汉, 襄阳, 2017-09-10,14.7,21,79,0,迁出
1181, 南京, 成都, 2017-09-10,25.4,0,47,53,迁出
1182, 南京, 北京, 2017-09-10,22.4,15,74,11,迁出
1183, 南京, 上海, 2017-09-10,20.2,21,78,1,迁出
1184, 南京, 重庆, 2017-09-10,19,7,46,47,迁出
1185, 南京, 镇江, 2017-09-10,17.5,37,63,0,迁出
1186, 南京, 苏州, 2017-09-10,17.2,29,71,0,迁出
1187, 南京, 广州, 2017-09-10,15.9,16,18,66,迁出
1188, 南京, 深圳, 2017-09-10,15.3,15,13,72,迁出
1189, 南京, 兰州, 2017-09-10,14.9,0,30,70,迁出
1190, 南京, 长春, 2017-09-10,14.6,0,27,73,迁出
1191, 天津, 北京, 2017-09-10,27.1,28,72,0,迁出
1192, 天津, 重庆, 2017-09-10,22.7,1,33,66,迁出
1193, 天津, 福州, 2017-09-10,20.6,0,41,59,迁出
1194, 天津, 上海, 2017-09-10,17.5,18,48,34,迁出
1195, 天津, 长沙, 2017-09-10,16.7,0,36,64,迁出
1196, 天津, 廊坊, 2017-09-10,15.4,57,43,0,迁出
1197, 天津, 沧州, 2017-09-10,14.2,46,54,0,迁出
1198, 天津, 唐山, 2017-09-10,14,37,63,0,迁出
1199, 天津, 哈尔滨, 2017-09-10,13.5,8,53,39,迁出
1200, 天津, 石家庄, 2017-09-10,11.4,23,77,0,迁出
1201, 北京, 上海, 2017-09-11,42.2,14,43,43,迁出
1202, 北京, 重庆, 2017-09-11,38.6,1,34,65,迁出
1203, 北京, 长沙, 2017-09-11,35.4,0,57,43,迁出
1204, 北京, 廊坊, 2017-09-11,30.7,53,47,0,迁出
1205, 北京, 武汉, 2017-09-11,27.1,14,65,21,迁出
1206, 北京, 杭州, 2017-09-11,26.9,11,44,45,迁出
1207, 北京, 保定, 2017-09-11,22.3,35,65,0,迁出
1208, 北京, 天津, 2017-09-11,21.7,29,71,0,迁出
1209, 北京, 南京, 2017-09-11,21.3,15,69,16,迁出
1210, 北京, 西安, 2017-09-11,19.7,20,54,26,迁出
1211, 杭州, 北京, 2017-09-11,29.5,10,40,50,迁出
1212, 杭州, 重庆, 2017-09-11,21.4,4,31,65,迁出
1213, 杭州, 嘉兴, 2017-09-11,20,55,45,0,迁出
1214, 杭州, 南宁, 2017-09-11,19.4,0,36,64,迁出
1215, 杭州, 上海, 2017-09-11,19,28,72,0,迁出
1216, 杭州, 绍兴, 2017-09-11,18.1,47,53,0,迁出
1217, 杭州, 贵阳, 2017-09-11,17.5,0,28,72,迁出
1218, 杭州, 深圳, 2017-09-11,17.3,14,14,72,迁出
1219, 杭州, 广州, 2017-09-11,16.6,10,14,76,迁出
1220, 杭州, 西安, 2017-09-11,14.3,16,18,66,迁出
1221, 广州, 佛山, 2017-09-11,39.2,41,59,0,迁出
1222, 广州, 上海, 2017-09-11,34.1,4,24,72,迁出
1223, 广州, 成都, 2017-09-11,27.6,0,28,72,迁出
1224, 广州, 东莞, 2017-09-11,26.4,56,44,0,迁出
1225, 广州, 深圳, 2017-09-11,25,41,59,0,迁出
1226, 广州, 郑州, 2017-09-11,20.1,0,59,41,迁出
1227, 广州, 西安, 2017-09-11,19.9,0,37,63,迁出
1228, 广州, 杭州, 2017-09-11,18.7,14,19,67,迁出
1229, 广州, 重庆, 2017-09-11,17.9,24,17,59,迁出
1230, 广州, 昆明, 2017-09-11,17.6,15,27,58,迁出
1231, 重庆, 上海, 2017-09-11,45.3,0,33,67,迁出
1232, 重庆, 北京, 2017-09-11,44.4,0,27,73,迁出
1233, 重庆, 天津, 2017-09-11,26.1,1,33,66,迁出
1234, 重庆, 成都, 2017-09-11,22.7,33,67,0,迁出
1235, 重庆, 杭州, 2017-09-11,22.5,3,36,61,迁出
1236, 重庆, 厦门, 2017-09-11,22.2,3,43,54,迁出
1237, 重庆, 深圳, 2017-09-11,20.1,21,12,67,迁出
1238, 重庆, 苏州, 2017-09-11,19.9,3,56,41,迁出
1239, 重庆, 南京, 2017-09-11,19.6,7,37,56,迁出
1240, 重庆, 宁波, 2017-09-11,19.2,0,49,51,迁出
1241, 西安, 咸阳, 2017-09-11,27.9,41,59,0,迁出
1242, 西安, 上海, 2017-09-11,24.3,1,47,52,迁出
1243, 西安, 深圳, 2017-09-11,21.3,0,35,65,迁出
1244, 西安, 北京, 2017-09-11,20.6,17,59,24,迁出
1245, 西安, 渭南, 2017-09-11,19.9,35,65,0,迁出
1246, 西安, 厦门, 2017-09-11,18.8,0,51,49,迁出
1247, 西安, 广州, 2017-09-11,18.8,0,40,60,迁出
1248, 西安, 杭州, 2017-09-11,14.5,13,25,62,迁出
1249, 西安, 延安, 2017-09-11,14.4,30,70,0,迁出
1250, 西安, 宝鸡, 2017-09-11,14.1,28,72,0,迁出
1251, 深圳, 东莞, 2017-09-11,39.8,69,31,0,迁出
1252, 深圳, 上海, 2017-09-11,37.1,3,22,75,迁出
1253, 深圳, 成都, 2017-09-11,31.5,0,22,78,迁出
1254, 深圳, 惠州, 2017-09-11,26.3,59,41,0,迁出
1255, 深圳, 广州, 2017-09-11,24.5,41,59,0,迁出
1256, 深圳, 郑州, 2017-09-11,23.7,0,47,53,迁出
1257, 深圳, 西安, 2017-09-11,23.3,0,32,68,迁出
1258, 深圳, 重庆, 2017-09-11,19.8,22,10,68,迁出
1259, 深圳, 昆明, 2017-09-11,18.1,11,18,71,迁出
1260, 深圳, 杭州, 2017-09-11,17.2,11,18,71,迁出
1261, 成都, 深圳, 2017-09-11,34,0,21,79,迁出
1262, 成都, 南京, 2017-09-11,30.2,0,44,56,迁出
1263, 成都, 广州, 2017-09-11,29,0,26,74,迁出
1264, 成都, 三亚, 2017-09-11,21.8,0,20,80,迁出
1265, 成都, 重庆, 2017-09-11,21.8,31,69,0,迁出
1266, 成都, 济南, 2017-09-11,20.3,0,34,66,迁出
1267, 成都, 合肥, 2017-09-11,19.9,0,49,51,迁出
1268, 成都, 德阳, 2017-09-11,19.6,48,52,0,迁出
1269, 成都, 武汉, 2017-09-11,18.7,16,55,29,迁出
1270, 成都, 眉山, 2017-09-11,18.3,58,42,0,迁出
1271, 哈尔滨, 北京, 2017-09-11,21.4,8,58,34,迁出
1272, 哈尔滨, 绥化, 2017-09-11,14.2,42,58,0,迁出
1273, 哈尔滨, 天津, 2017-09-11,14.1,8,59,33,迁出
1274, 哈尔滨, 济南, 2017-09-11,13.5,0,28,72,迁出
1275, 哈尔滨, 青岛, 2017-09-11,12.7,8,26,66,迁出
1276, 哈尔滨, 太原, 2017-09-11,11.4,0,29,71,迁出
1277, 哈尔滨, 齐齐哈尔, 2017-09-11,10.8,23,77,0,迁出
1278, 哈尔滨, 石家庄, 2017-09-11,10.8,0,38,62,迁出
1279, 哈尔滨, 大庆, 2017-09-11,10.4,35,65,0,迁出
