序号,起点,终点,日期,热度,汽车占比（%）,火车占比（%）,飞机占比（%）,类型
1, 北京, 重庆, 2017-09-01,44,1,32,67,迁出
2, 北京, 上海, 2017-09-01,43.4,18,44,38,迁出
3, 北京, 长沙, 2017-09-01,36.9,0,60,40,迁出
4, 北京, 廊坊, 2017-09-01,36.4,49,51,0,迁出
5, 北京, 武汉, 2017-09-01,35.2,10,76,14,迁出
6, 北京, 保定, 2017-09-01,32.6,32,68,0,迁出
7, 北京, 杭州, 2017-09-01,29.7,12,56,32,迁出
8, 北京, 天津, 2017-09-01,27.9,27,73,0,迁出
9, 北京, 南京, 2017-09-01,26,11,78,11,迁出
10, 北京, 哈尔滨, 2017-09-01,25.3,9,63,28,迁出
11, 杭州, 北京, 2017-09-01,28.1,11,50,39,迁出
12, 杭州, 重庆, 2017-09-01,26.3,3,34,63,迁出
13, 杭州, 绍兴, 2017-09-01,22.1,46,54,0,迁出
14, 杭州, 嘉兴, 2017-09-01,21.9,54,46,0,迁出
15, 杭州, 南宁, 2017-09-01,21.1,0,42,58,迁出
16, 杭州, 上海, 2017-09-01,19.9,28,72,0,迁出
17, 杭州, 贵阳, 2017-09-01,19.4,0,25,75,迁出
18, 杭州, 广州, 2017-09-01,18.1,12,18,70,迁出
19, 杭州, 金华, 2017-09-01,17.4,37,63,0,迁出
20, 杭州, 湖州, 2017-09-01,16.3,52,48,0,迁出
21, 广州, 佛山, 2017-09-01,42.5,41,59,0,迁出
22, 广州, 上海, 2017-09-01,30.5,6,26,68,迁出
23, 广州, 成都, 2017-09-01,30,0,28,72,迁出
24, 广州, 东莞, 2017-09-01,28,55,45,0,迁出
25, 广州, 深圳, 2017-09-01,25.8,40,60,0,迁出
26, 广州, 武汉, 2017-09-01,21.5,12,76,12,迁出
27, 广州, 清远, 2017-09-01,21.4,47,53,0,迁出
28, 广州, 郑州, 2017-09-01,20.9,0,69,31,迁出
29, 广州, 西安, 2017-09-01,20.6,0,42,58,迁出
30, 广州, 南京, 2017-09-01,20,14,19,67,迁出
31, 重庆, 北京, 2017-09-01,45.8,1,28,71,迁出
32, 重庆, 上海, 2017-09-01,44.8,0,33,67,迁出
33, 重庆, 成都, 2017-09-01,29,28,72,0,迁出
34, 重庆, 南京, 2017-09-01,28.1,7,54,39,迁出
35, 重庆, 天津, 2017-09-01,28,0,28,72,迁出
36, 重庆, 杭州, 2017-09-01,23.9,5,39,56,迁出
37, 重庆, 青岛, 2017-09-01,23.3,0,35,65,迁出
38, 重庆, 苏州, 2017-09-01,22.8,2,61,37,迁出
39, 重庆, 深圳, 2017-09-01,21.1,21,11,68,迁出
40, 重庆, 武汉, 2017-09-01,20.6,15,79,6,迁出
41, 西安, 咸阳, 2017-09-01,33.6,40,60,0,迁出
42, 西安, 上海, 2017-09-01,24.1,1,41,58,迁出
43, 西安, 渭南, 2017-09-01,23.7,35,65,0,迁出
44, 西安, 深圳, 2017-09-01,22.4,0,40,60,迁出
45, 西安, 北京, 2017-09-01,21.8,17,63,20,迁出
46, 西安, 广州, 2017-09-01,20.5,0,45,55,迁出
47, 西安, 宝鸡, 2017-09-01,18.4,30,70,0,迁出
48, 西安, 杭州, 2017-09-01,14.7,17,27,56,迁出
49, 西安, 昆明, 2017-09-01,13.7,12,14,74,迁出
50, 西安, 延安, 2017-09-01,13.5,31,69,0,迁出
51, 深圳, 东莞, 2017-09-01,41,67,33,0,迁出
52, 深圳, 上海, 2017-09-01,36,3,26,71,迁出
53, 深圳, 成都, 2017-09-01,32.2,0,22,78,迁出
54, 深圳, 惠州, 2017-09-01,30.1,57,43,0,迁出
55, 深圳, 广州, 2017-09-01,29.8,39,61,0,迁出
56, 深圳, 西安, 2017-09-01,24.9,0,36,64,迁出
57, 深圳, 郑州, 2017-09-01,23.1,0,41,59,迁出
58, 深圳, 武汉, 2017-09-01,21.4,14,75,11,迁出
59, 深圳, 重庆, 2017-09-01,21.2,20,13,67,迁出
60, 深圳, 南京, 2017-09-01,19.6,14,12,74,迁出
61, 成都, 南京, 2017-09-01,35.3,0,57,43,迁出
62, 成都, 深圳, 2017-09-01,31.6,0,24,76,迁出
63, 成都, 广州, 2017-09-01,30.5,0,24,76,迁出
64, 成都, 重庆, 2017-09-01,25.9,31,69,0,迁出
65, 成都, 德阳, 2017-09-01,25.5,45,55,0,迁出
66, 成都, 武汉, 2017-09-01,23.5,11,69,20,迁出
67, 成都, 眉山, 2017-09-01,23.1,56,44,0,迁出
68, 成都, 绵阳, 2017-09-01,22.7,34,66,0,迁出
69, 成都, 资阳, 2017-09-01,21.3,48,52,0,迁出
70, 成都, 济南, 2017-09-01,21.2,0,30,70,迁出
71, 哈尔滨, 北京, 2017-09-01,23.4,9,59,32,迁出
72, 哈尔滨, 天津, 2017-09-01,17.9,8,70,22,迁出
73, 哈尔滨, 绥化, 2017-09-01,17.8,41,59,0,迁出
74, 哈尔滨, 济南, 2017-09-01,15.6,0,32,68,迁出
75, 哈尔滨, 青岛, 2017-09-01,14.4,12,27,61,迁出
76, 哈尔滨, 石家庄, 2017-09-01,14.1,0,44,56,迁出
77, 哈尔滨, 大庆, 2017-09-01,13.8,32,68,0,迁出
78, 哈尔滨, 齐齐哈尔, 2017-09-01,13,22,78,0,迁出
79, 哈尔滨, 沈阳, 2017-09-01,12.7,13,87,0,迁出
80, 哈尔滨, 长春, 2017-09-01,12.7,26,74,0,迁出
81, 上海, 重庆, 2017-09-01,48.8,0,37,63,迁出
82, 上海, 北京, 2017-09-01,44.2,14,45,41,迁出
83, 上海, 苏州, 2017-09-01,36.8,58,42,0,迁出
84, 上海, 广州, 2017-09-01,34.5,5,24,71,迁出
85, 上海, 深圳, 2017-09-01,34.3,3,24,73,迁出
86, 上海, 长春, 2017-09-01,27.7,0,20,80,迁出
87, 上海, 西安, 2017-09-01,23.5,1,41,58,迁出
88, 上海, 南京, 2017-09-01,22,20,80,0,迁出
89, 上海, 杭州, 2017-09-01,21.9,29,71,0,迁出
90, 上海, 沈阳, 2017-09-01,20.9,12,16,72,迁出
91, 武汉, 北京, 2017-09-01,31.4,14,70,16,迁出
92, 武汉, 孝感, 2017-09-01,23.5,41,59,0,迁出
93, 武汉, 黄冈, 2017-09-01,22,41,59,0,迁出
94, 武汉, 昆明, 2017-09-01,21.4,0,39,61,迁出
95, 武汉, 广州, 2017-09-01,20.8,12,75,13,迁出
96, 武汉, 成都, 2017-09-01,18.9,16,57,27,迁出
97, 武汉, 沈阳, 2017-09-01,18.7,0,46,54,迁出
98, 武汉, 重庆, 2017-09-01,17.1,16,73,11,迁出
99, 武汉, 深圳, 2017-09-01,17,16,66,18,迁出
100, 武汉, 上海, 2017-09-01,16.5,15,63,22,迁出
101, 南京, 成都, 2017-09-01,27.9,0,43,57,迁出
102, 南京, 北京, 2017-09-01,21.5,14,75,11,迁出
103, 南京, 重庆, 2017-09-01,21.2,5,50,45,迁出
104, 南京, 镇江, 2017-09-01,19.5,37,63,0,迁出
105, 南京, 上海, 2017-09-01,19,19,80,1,迁出
106, 南京, 南宁, 2017-09-01,17.2,0,41,59,迁出
107, 南京, 苏州, 2017-09-01,17,27,73,0,迁出
108, 南京, 广州, 2017-09-01,17,14,16,70,迁出
109, 南京, 长春, 2017-09-01,16.6,0,28,72,迁出
110, 南京, 深圳, 2017-09-01,16.5,14,11,75,迁出
111, 天津, 重庆, 2017-09-01,25.1,0,26,74,迁出
112, 天津, 北京, 2017-09-01,23.8,28,72,0,迁出
113, 天津, 长沙, 2017-09-01,18.6,0,28,72,迁出
114, 天津, 哈尔滨, 2017-09-01,18.4,6,67,27,迁出
115, 天津, 福州, 2017-09-01,17.4,0,45,55,迁出
116, 天津, 上海, 2017-09-01,17.3,15,45,40,迁出
117, 天津, 廊坊, 2017-09-01,16.2,56,44,0,迁出
118, 天津, 南昌, 2017-09-01,15.8,9,28,63,迁出
119, 天津, 唐山, 2017-09-01,15.6,35,65,0,迁出
120, 天津, 沧州, 2017-09-01,15.5,42,58,0,迁出
121, 北京, 重庆, 2017-09-02,41,1,38,61,迁出
122, 北京, 上海, 2017-09-02,36.6,16,39,45,迁出
123, 北京, 长沙, 2017-09-02,34.1,0,56,44,迁出
124, 北京, 廊坊, 2017-09-02,33.9,50,50,0,迁出
125, 北京, 武汉, 2017-09-02,32.3,11,70,19,迁出
126, 北京, 保定, 2017-09-02,30.7,34,66,0,迁出
127, 北京, 天津, 2017-09-02,26.4,28,72,0,迁出
128, 北京, 杭州, 2017-09-02,24.8,15,42,43,迁出
129, 北京, 哈尔滨, 2017-09-02,23.4,8,61,31,迁出
130, 北京, 石家庄, 2017-09-02,22.5,19,81,0,迁出
131, 杭州, 重庆, 2017-09-02,25,3,35,62,迁出
132, 杭州, 北京, 2017-09-02,24.4,14,49,37,迁出
133, 杭州, 嘉兴, 2017-09-02,21.9,55,45,0,迁出
134, 杭州, 绍兴, 2017-09-02,21.7,48,52,0,迁出
135, 杭州, 上海, 2017-09-02,19.3,30,70,0,迁出
136, 杭州, 南宁, 2017-09-02,18.1,0,40,60,迁出
137, 杭州, 贵阳, 2017-09-02,18,0,27,73,迁出
138, 杭州, 广州, 2017-09-02,17.6,12,18,70,迁出
139, 杭州, 金华, 2017-09-02,17,40,60,0,迁出
140, 杭州, 湖州, 2017-09-02,16.6,55,45,0,迁出
141, 广州, 佛山, 2017-09-02,41.8,41,59,0,迁出
142, 广州, 成都, 2017-09-02,30.1,0,22,78,迁出
143, 广州, 上海, 2017-09-02,29.8,6,25,69,迁出
144, 广州, 东莞, 2017-09-02,28.6,56,44,0,迁出
145, 广州, 深圳, 2017-09-02,25.4,41,59,0,迁出
146, 广州, 清远, 2017-09-02,22.4,50,50,0,迁出
147, 广州, 西安, 2017-09-02,21.1,0,38,62,迁出
148, 广州, 武汉, 2017-09-02,20.6,14,72,14,迁出
149, 广州, 郑州, 2017-09-02,19.9,0,69,31,迁出
150, 广州, 昆明, 2017-09-02,18.8,14,26,60,迁出
151, 重庆, 北京, 2017-09-02,45.8,0,31,69,迁出
152, 重庆, 上海, 2017-09-02,43.4,0,32,68,迁出
153, 重庆, 南京, 2017-09-02,28.9,5,54,41,迁出
154, 重庆, 成都, 2017-09-02,27.1,30,70,0,迁出
155, 重庆, 天津, 2017-09-02,25,1,28,71,迁出
156, 重庆, 杭州, 2017-09-02,23.2,4,39,57,迁出
157, 重庆, 苏州, 2017-09-02,22.7,3,64,33,迁出
158, 重庆, 青岛, 2017-09-02,22.5,0,34,66,迁出
159, 重庆, 深圳, 2017-09-02,20.1,20,12,68,迁出
160, 重庆, 武汉, 2017-09-02,19.6,16,79,5,迁出
161, 西安, 咸阳, 2017-09-02,35,38,62,0,迁出
162, 西安, 渭南, 2017-09-02,24.9,35,65,0,迁出
163, 西安, 上海, 2017-09-02,22.6,2,45,53,迁出
164, 西安, 深圳, 2017-09-02,20.1,0,41,59,迁出
165, 西安, 北京, 2017-09-02,19.7,17,59,24,迁出
166, 西安, 广州, 2017-09-02,19.5,0,44,56,迁出
167, 西安, 宝鸡, 2017-09-02,18.7,29,71,0,迁出
168, 西安, 延安, 2017-09-02,14,30,70,0,迁出
169, 西安, 杭州, 2017-09-02,13.9,15,32,53,迁出
170, 西安, 福州, 2017-09-02,13.8,0,50,50,迁出
171, 深圳, 东莞, 2017-09-02,43.3,68,32,0,迁出
172, 深圳, 成都, 2017-09-02,35.3,0,20,80,迁出
173, 深圳, 上海, 2017-09-02,34.5,4,25,71,迁出
174, 深圳, 惠州, 2017-09-02,31.5,58,42,0,迁出
175, 深圳, 广州, 2017-09-02,31.1,41,59,0,迁出
176, 深圳, 西安, 2017-09-02,23.2,0,35,65,迁出
177, 深圳, 郑州, 2017-09-02,22.1,0,47,53,迁出
178, 深圳, 重庆, 2017-09-02,20.9,19,12,69,迁出
179, 深圳, 武汉, 2017-09-02,20.2,14,71,15,迁出
180, 深圳, 南京, 2017-09-02,19.9,11,13,76,迁出
181, 成都, 南京, 2017-09-02,37.1,0,58,42,迁出
182, 成都, 深圳, 2017-09-02,30,0,28,72,迁出
183, 成都, 广州, 2017-09-02,27.7,0,27,73,迁出
184, 成都, 德阳, 2017-09-02,25.5,47,53,0,迁出
185, 成都, 重庆, 2017-09-02,24.6,31,69,0,迁出
186, 成都, 眉山, 2017-09-02,24.1,57,43,0,迁出
187, 成都, 绵阳, 2017-09-02,23.4,36,64,0,迁出
188, 成都, 三亚, 2017-09-02,22.5,0,21,79,迁出
189, 成都, 武汉, 2017-09-02,22.4,13,67,20,迁出
190, 成都, 资阳, 2017-09-02,22,49,51,0,迁出
191, 哈尔滨, 北京, 2017-09-02,23.2,10,60,30,迁出
192, 哈尔滨, 绥化, 2017-09-02,16.9,43,57,0,迁出
193, 哈尔滨, 济南, 2017-09-02,16.6,0,36,64,迁出
194, 哈尔滨, 天津, 2017-09-02,16,6,65,29,迁出
195, 哈尔滨, 青岛, 2017-09-02,14.7,11,26,63,迁出
196, 哈尔滨, 石家庄, 2017-09-02,14.1,0,41,59,迁出
197, 哈尔滨, 大庆, 2017-09-02,13.8,35,65,0,迁出
198, 哈尔滨, 齐齐哈尔, 2017-09-02,13,23,77,0,迁出
199, 哈尔滨, 太原, 2017-09-02,12.3,0,31,69,迁出
200, 哈尔滨, 长春, 2017-09-02,12.2,29,71,0,迁出
201, 上海, 重庆, 2017-09-02,46.8,0,33,67,迁出
202, 上海, 北京, 2017-09-02,38.5,19,40,41,迁出
203, 上海, 苏州, 2017-09-02,35.6,60,40,0,迁出
204, 上海, 广州, 2017-09-02,33.9,4,24,72,迁出
205, 上海, 深圳, 2017-09-02,33.2,4,25,71,迁出
206, 上海, 长春, 2017-09-02,27.6,0,22,78,迁出
207, 上海, 西安, 2017-09-02,25,2,40,58,迁出
208, 上海, 杭州, 2017-09-02,21.6,33,67,0,迁出
209, 上海, 南京, 2017-09-02,20.3,21,79,0,迁出
210, 上海, 香港, 2017-09-02,18.9,0,31,69,迁出
211, 武汉, 北京, 2017-09-02,29,11,70,19,迁出
212, 武汉, 孝感, 2017-09-02,23.4,43,57,0,迁出
213, 武汉, 黄冈, 2017-09-02,22.1,43,57,0,迁出
214, 武汉, 昆明, 2017-09-02,20.9,0,32,68,迁出
215, 武汉, 广州, 2017-09-02,20.1,11,78,11,迁出
216, 武汉, 沈阳, 2017-09-02,19.6,0,50,50,迁出
217, 武汉, 成都, 2017-09-02,18,16,60,24,迁出
218, 武汉, 重庆, 2017-09-02,16.1,18,72,10,迁出
219, 武汉, 荆州, 2017-09-02,15.6,36,64,0,迁出
220, 武汉, 深圳, 2017-09-02,15.5,16,69,15,迁出
221, 南京, 成都, 2017-09-02,27.5,0,57,43,迁出
222, 南京, 重庆, 2017-09-02,22,7,46,47,迁出
223, 南京, 镇江, 2017-09-02,19.5,38,62,0,迁出
224, 南京, 北京, 2017-09-02,19,13,73,14,迁出
225, 南京, 长春, 2017-09-02,18.6,0,24,76,迁出
226, 南京, 上海, 2017-09-02,17,22,77,1,迁出
227, 南京, 苏州, 2017-09-02,16.8,30,70,0,迁出
228, 南京, 广州, 2017-09-02,16.7,19,17,64,迁出
229, 南京, 南宁, 2017-09-02,16.2,0,34,66,迁出
230, 南京, 滁州, 2017-09-02,16.1,39,61,0,迁出
231, 天津, 重庆, 2017-09-02,25.4,1,29,70,迁出
232, 天津, 北京, 2017-09-02,23.1,28,72,0,迁出
233, 天津, 长沙, 2017-09-02,17.8,0,35,65,迁出
234, 天津, 哈尔滨, 2017-09-02,17.6,5,67,28,迁出
235, 天津, 廊坊, 2017-09-02,16.2,57,43,0,迁出
236, 天津, 沧州, 2017-09-02,16,44,56,0,迁出
237, 天津, 唐山, 2017-09-02,15.5,37,63,0,迁出
238, 天津, 武汉, 2017-09-02,15.4,15,52,33,迁出
239, 天津, 上海, 2017-09-02,15,20,42,38,迁出
240, 天津, 福州, 2017-09-02,14.6,0,43,57,迁出
241, 北京, 上海, 2017-09-03,39.7,14,46,40,迁出
242, 北京, 重庆, 2017-09-03,39.5,1,36,63,迁出
243, 北京, 长沙, 2017-09-03,33.4,0,58,42,迁出
244, 北京, 廊坊, 2017-09-03,30.7,51,49,0,迁出
245, 北京, 武汉, 2017-09-03,29.8,13,71,16,迁出
246, 北京, 杭州, 2017-09-03,26.1,14,51,35,迁出
247, 北京, 保定, 2017-09-03,25.1,34,66,0,迁出
248, 北京, 天津, 2017-09-03,24.6,28,72,0,迁出
249, 北京, 哈尔滨, 2017-09-03,21.6,9,60,31,迁出
250, 北京, 南京, 2017-09-03,21.4,13,74,13,迁出
251, 杭州, 北京, 2017-09-03,27.4,14,48,38,迁出
252, 杭州, 重庆, 2017-09-03,24.7,3,40,57,迁出
253, 杭州, 上海, 2017-09-03,24,33,67,0,迁出
254, 杭州, 嘉兴, 2017-09-03,20.6,54,46,0,迁出
255, 杭州, 贵阳, 2017-09-03,19.5,0,27,73,迁出
256, 杭州, 南宁, 2017-09-03,19.5,0,38,62,迁出
257, 杭州, 绍兴, 2017-09-03,19.2,48,52,0,迁出
258, 杭州, 广州, 2017-09-03,16.9,13,19,68,迁出
259, 杭州, 金华, 2017-09-03,16,39,61,0,迁出
260, 杭州, 宁波, 2017-09-03,15.6,39,61,0,迁出
261, 广州, 佛山, 2017-09-03,39.6,42,58,0,迁出
262, 广州, 上海, 2017-09-03,30.8,5,27,68,迁出
263, 广州, 东莞, 2017-09-03,29,56,44,0,迁出
264, 广州, 深圳, 2017-09-03,27.6,41,59,0,迁出
265, 广州, 成都, 2017-09-03,27,0,28,72,迁出
266, 广州, 西安, 2017-09-03,21,0,41,59,迁出
267, 广州, 武汉, 2017-09-03,19.4,15,74,11,迁出
268, 广州, 郑州, 2017-09-03,19.3,0,71,29,迁出
269, 广州, 清远, 2017-09-03,18.6,50,50,0,迁出
270, 广州, 重庆, 2017-09-03,17.8,24,16,60,迁出
271, 重庆, 北京, 2017-09-03,45.9,1,30,69,迁出
272, 重庆, 上海, 2017-09-03,43.5,0,36,64,迁出
273, 重庆, 成都, 2017-09-03,27.8,31,69,0,迁出
274, 重庆, 天津, 2017-09-03,26.9,1,28,71,迁出
275, 重庆, 南京, 2017-09-03,26.2,6,48,46,迁出
276, 重庆, 杭州, 2017-09-03,23.4,4,45,51,迁出
277, 重庆, 宁波, 2017-09-03,22.1,1,49,50,迁出
278, 重庆, 拉萨, 2017-09-03,20.8,0,28,72,迁出
279, 重庆, 青岛, 2017-09-03,20.7,0,37,63,迁出
280, 重庆, 苏州, 2017-09-03,20.2,4,59,37,迁出
281, 西安, 咸阳, 2017-09-03,32,37,63,0,迁出
282, 西安, 上海, 2017-09-03,24.3,1,47,52,迁出
283, 西安, 渭南, 2017-09-03,22.1,35,65,0,迁出
284, 西安, 北京, 2017-09-03,21.4,17,64,19,迁出
285, 西安, 深圳, 2017-09-03,20.9,0,45,55,迁出
286, 西安, 广州, 2017-09-03,20.1,0,48,52,迁出
287, 西安, 宝鸡, 2017-09-03,16.7,27,73,0,迁出
288, 西安, 延安, 2017-09-03,15.9,31,69,0,迁出
289, 西安, 杭州, 2017-09-03,14.1,15,35,50,迁出
290, 西安, 南京, 2017-09-03,13.9,16,62,22,迁出
291, 深圳, 东莞, 2017-09-03,41,69,31,0,迁出
292, 深圳, 上海, 2017-09-03,33.3,3,27,70,迁出
293, 深圳, 成都, 2017-09-03,30.2,0,24,76,迁出
294, 深圳, 广州, 2017-09-03,27.4,42,58,0,迁出
295, 深圳, 惠州, 2017-09-03,25.9,62,38,0,迁出
296, 深圳, 西安, 2017-09-03,22.2,0,33,67,迁出
297, 深圳, 郑州, 2017-09-03,20.6,0,46,54,迁出
298, 深圳, 重庆, 2017-09-03,19.9,24,12,64,迁出
299, 深圳, 武汉, 2017-09-03,19,15,75,10,迁出
300, 深圳, 南京, 2017-09-03,18,14,13,73,迁出
301, 成都, 南京, 2017-09-03,31.1,0,49,51,迁出
302, 成都, 深圳, 2017-09-03,30.3,0,30,70,迁出
303, 成都, 广州, 2017-09-03,26.5,0,30,70,迁出
304, 成都, 重庆, 2017-09-03,25.4,32,68,0,迁出
305, 成都, 德阳, 2017-09-03,23.1,47,53,0,迁出
306, 成都, 绵阳, 2017-09-03,23,35,65,0,迁出
307, 成都, 合肥, 2017-09-03,20.7,0,51,49,迁出
308, 成都, 武汉, 2017-09-03,20.5,12,64,24,迁出
309, 成都, 三亚, 2017-09-03,20.5,0,21,79,迁出
310, 成都, 资阳, 2017-09-03,20.4,48,52,0,迁出
311, 哈尔滨, 北京, 2017-09-03,22.4,10,55,35,迁出
312, 哈尔滨, 济南, 2017-09-03,16,0,28,72,迁出
313, 哈尔滨, 天津, 2017-09-03,15.7,10,59,31,迁出
314, 哈尔滨, 绥化, 2017-09-03,15.7,44,56,0,迁出
315, 哈尔滨, 青岛, 2017-09-03,14.6,9,27,64,迁出
316, 哈尔滨, 大庆, 2017-09-03,13.5,35,65,0,迁出
317, 哈尔滨, 齐齐哈尔, 2017-09-03,13.2,23,77,0,迁出
318, 哈尔滨, 长春, 2017-09-03,12.5,27,73,0,迁出
319, 哈尔滨, 石家庄, 2017-09-03,12.2,0,38,62,迁出
320, 哈尔滨, 徐州, 2017-09-03,11.9,0,38,62,迁出
321, 上海, 重庆, 2017-09-03,46.5,0,35,65,迁出
322, 上海, 北京, 2017-09-03,40.2,15,45,40,迁出
323, 上海, 苏州, 2017-09-03,32.1,60,40,0,迁出
324, 上海, 广州, 2017-09-03,31.7,5,23,72,迁出
325, 上海, 深圳, 2017-09-03,31.7,3,26,71,迁出
326, 上海, 长春, 2017-09-03,26,0,23,77,迁出
327, 上海, 西安, 2017-09-03,22.9,1,41,58,迁出
328, 上海, 南京, 2017-09-03,19.6,20,80,0,迁出
329, 上海, 杭州, 2017-09-03,19,30,70,0,迁出
330, 上海, 沈阳, 2017-09-03,18.3,16,17,67,迁出
331, 武汉, 北京, 2017-09-03,30.6,12,74,14,迁出
332, 武汉, 昆明, 2017-09-03,21.2,0,33,67,迁出
333, 武汉, 广州, 2017-09-03,20.7,11,75,14,迁出
334, 武汉, 孝感, 2017-09-03,20.2,43,57,0,迁出
335, 武汉, 沈阳, 2017-09-03,18.8,0,43,57,迁出
336, 武汉, 黄冈, 2017-09-03,18.5,43,57,0,迁出
337, 武汉, 成都, 2017-09-03,18.2,15,59,26,迁出
338, 武汉, 深圳, 2017-09-03,18.1,15,69,16,迁出
339, 武汉, 上海, 2017-09-03,17,17,66,17,迁出
340, 武汉, 重庆, 2017-09-03,15.6,19,71,10,迁出
341, 南京, 成都, 2017-09-03,27.7,0,47,53,迁出
342, 南京, 重庆, 2017-09-03,21.3,7,45,48,迁出
343, 南京, 北京, 2017-09-03,20.9,14,75,11,迁出
344, 南京, 上海, 2017-09-03,20.2,23,76,1,迁出
345, 南京, 苏州, 2017-09-03,17.9,29,71,0,迁出
346, 南京, 镇江, 2017-09-03,17.6,39,61,0,迁出
347, 南京, 广州, 2017-09-03,16.5,20,17,63,迁出
348, 南京, 长春, 2017-09-03,16.4,0,17,83,迁出
349, 南京, 贵阳, 2017-09-03,16,0,25,75,迁出
350, 南京, 深圳, 2017-09-03,15.1,14,16,70,迁出
351, 天津, 北京, 2017-09-03,27.2,28,72,0,迁出
352, 天津, 重庆, 2017-09-03,24.6,1,29,70,迁出
353, 天津, 长沙, 2017-09-03,19.3,0,32,68,迁出
354, 天津, 福州, 2017-09-03,17.8,0,42,58,迁出
355, 天津, 上海, 2017-09-03,16.4,17,48,35,迁出
356, 天津, 廊坊, 2017-09-03,15.8,55,45,0,迁出
357, 天津, 哈尔滨, 2017-09-03,15.1,7,61,32,迁出
358, 天津, 沧州, 2017-09-03,15.1,44,56,0,迁出
359, 天津, 唐山, 2017-09-03,14.6,37,63,0,迁出
360, 天津, 武汉, 2017-09-03,13.9,16,56,28,迁出
361, 北京, 上海, 2017-09-04,45,14,45,41,迁出
362, 北京, 重庆, 2017-09-04,40.4,1,36,63,迁出
363, 北京, 长沙, 2017-09-04,31.1,0,53,47,迁出
364, 北京, 廊坊, 2017-09-04,30.9,52,48,0,迁出
365, 北京, 武汉, 2017-09-04,29.2,13,67,20,迁出
366, 北京, 杭州, 2017-09-04,26.9,14,48,38,迁出
367, 北京, 保定, 2017-09-04,25,36,64,0,迁出
368, 北京, 天津, 2017-09-04,21.9,30,70,0,迁出
369, 北京, 南京, 2017-09-04,20.9,14,73,13,迁出
370, 北京, 哈尔滨, 2017-09-04,20.6,12,52,36,迁出
371, 杭州, 北京, 2017-09-04,27.5,12,51,37,迁出
372, 杭州, 重庆, 2017-09-04,21.5,4,39,57,迁出
373, 杭州, 嘉兴, 2017-09-04,20.7,55,45,0,迁出
374, 杭州, 上海, 2017-09-04,18.8,29,71,0,迁出
375, 杭州, 绍兴, 2017-09-04,18.6,48,52,0,迁出
376, 杭州, 贵阳, 2017-09-04,18,0,23,77,迁出
377, 杭州, 南宁, 2017-09-04,17.9,0,41,59,迁出
378, 杭州, 广州, 2017-09-04,16.4,11,16,73,迁出
379, 杭州, 深圳, 2017-09-04,16.3,12,14,74,迁出
380, 杭州, 金华, 2017-09-04,14.8,38,62,0,迁出
381, 广州, 佛山, 2017-09-04,38.4,42,58,0,迁出
382, 广州, 上海, 2017-09-04,32.2,5,25,70,迁出
383, 广州, 成都, 2017-09-04,28,0,24,76,迁出
384, 广州, 东莞, 2017-09-04,25.5,56,44,0,迁出
385, 广州, 深圳, 2017-09-04,23.9,40,60,0,迁出
386, 广州, 西安, 2017-09-04,19.2,0,42,58,迁出
387, 广州, 杭州, 2017-09-04,18.9,12,17,71,迁出
388, 广州, 郑州, 2017-09-04,18.9,0,60,40,迁出
389, 广州, 武汉, 2017-09-04,17.5,15,71,14,迁出
390, 广州, 南京, 2017-09-04,17.3,13,20,67,迁出
391, 重庆, 上海, 2017-09-04,45.5,0,33,67,迁出
392, 重庆, 北京, 2017-09-04,45.4,0,27,73,迁出
393, 重庆, 天津, 2017-09-04,24.8,1,29,70,迁出
394, 重庆, 成都, 2017-09-04,23.3,33,67,0,迁出
395, 重庆, 杭州, 2017-09-04,22.4,2,39,59,迁出
396, 重庆, 南京, 2017-09-04,21.1,6,44,50,迁出
397, 重庆, 深圳, 2017-09-04,21,21,11,68,迁出
398, 重庆, 苏州, 2017-09-04,20.9,2,50,48,迁出
399, 重庆, 宁波, 2017-09-04,20.7,0,47,53,迁出
400, 重庆, 青岛, 2017-09-04,19.4,1,41,58,迁出
401, 西安, 咸阳, 2017-09-04,28,41,59,0,迁出
402, 西安, 上海, 2017-09-04,23.9,1,46,53,迁出
403, 西安, 深圳, 2017-09-04,21.7,0,32,68,迁出
404, 西安, 北京, 2017-09-04,21.5,18,59,23,迁出
405, 西安, 渭南, 2017-09-04,19.7,34,66,0,迁出
406, 西安, 广州, 2017-09-04,18.1,0,45,55,迁出
407, 西安, 宝鸡, 2017-09-04,14.2,28,72,0,迁出
408, 西安, 杭州, 2017-09-04,14.1,16,30,54,迁出
409, 西安, 延安, 2017-09-04,13.8,31,69,0,迁出
410, 西安, 商洛, 2017-09-04,12.5,34,66,0,迁出
411, 深圳, 东莞, 2017-09-04,38.4,69,31,0,迁出
412, 深圳, 上海, 2017-09-04,35.2,2,26,72,迁出
413, 深圳, 成都, 2017-09-04,28.5,0,23,77,迁出
414, 深圳, 惠州, 2017-09-04,25.3,59,41,0,迁出
415, 深圳, 广州, 2017-09-04,23.2,40,60,0,迁出
416, 深圳, 郑州, 2017-09-04,22.3,0,36,64,迁出
417, 深圳, 西安, 2017-09-04,20.7,0,32,68,迁出
418, 深圳, 重庆, 2017-09-04,19.2,19,13,68,迁出
419, 深圳, 昆明, 2017-09-04,18,12,14,74,迁出
420, 深圳, 南京, 2017-09-04,17.6,13,16,71,迁出
